ALPHAIND,LEA,ESTAB,URN,SCHNAME,SCHNAME_AC,NFTYPE,TABKS2,PTPRIORLO,PTPRIORAV,PTPRIORHI,ATT8SCR,ATT8SCRENG,ATT8SCRMAT,ATT8SCREBAC,ATT8SCROPENG,PTL2BASICS_LL_PTQ_EE,PTL2BASICS_3YR_PTQ_EE,ATT8SCR_LO,ATT8SCR_AV,ATT8SCR_HI,ATT8SCR_15,PTEBACC_15_PTQ_EE,PTAC5EM_PTQ_EE
41544,802,4143,137300,Priory Community School, ,ACC,0,20%,57%,23%,49.7,10.8,10.1,13,12.8,62%,69%,34.1,49.7,63,NA,17%,58%
48472,802,4144,109317,St Katherine's School,St Katherine's School,CY,0,16%,47%,38%,51,11.5,9.7,13.4,12.3,61%,57%,29.6,46.6,65.4,NA,19%,59%
53470,802,6002,109362,Sidcot School, ,IND,0,NP,NP,NP,57.1,11.2,12.4,16.5,17,80%,82%,NP,NP,NP,NA,31%,72%
63796,802,4140,109313,Worle Community School, ,FD,0,16%,55%,29%,45.6,10,8.8,12.2,13.2,47%,48%,24.9,44.2,60.8,NA,6%,41%
172,803,4000,139067,Abbeywood Community School, ,AC,0,22%,54%,24%,47.8,10.1,9.4,12.3,12,55%,52%,28.1,47.9,63.9,NA,11%,50%
2794,803,6008,137950,Ashwicke Hall School, ,IND,0,NP,NP,NP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10%,NP,NP,NP,NA,SUPP,SUPP
6756,803,4104,137753,Bradley Stoke Community School, ,ACC,1,20%,53%,28%,52.9,10.9,10.4,14.2,14.1,71%,61%,36.5,52.1,65,NA,20%,68%
7424,803,4146,109319,Brimsham Green School, ,CY,0,15%,59%,26%,48.2,9.7,9.8,13.9,11.1,56%,58%,30.6,47.4,60.7,NA,28%,53%
24350,805,4133,111748,High Tunstall College of Science, ,FD,0,15%,59%,27%,48.1,10.1,9.7,13.4,12.8,66%,57%,31,46.2,61.4,NA,15%,56%
32590,805,4002,141686,Manor Community Academy, ,AC,0,22%,49%,29%,44.9,10.2,8.5,11,10.9,49%,49%,27.7,42.6,61.6,NA,NA,41%
47218,805,4000,133293,St Hild's Church of England Voluntary Aided School, ,VA,0,14%,58%,28%,45.2,9.3,9.4,12.4,10.4,56%,56%,20.1,44.6,59.8,NA,13%,53%
354,806,4136,111751,Acklam Grange School, ,CY,0,21%,54%,26%,55.7,11.7,10.1,13.9,7.9,72%,57%,41.8,55,67.3,NA,22%,64%
28044,806,6002,136259,Keys 7 Ks, ,IND,0,NP,NP,NP,NE,NE,NE,NE,NE,NE,NE,NP,NP,NP,NA,NA,NE
28414,806,6906,134223,The King's Academy, ,AC,0,18%,53%,28%,48.9,10,9.4,13.9,15.5,59%,48%,27.6,50,62,NA,22%,54%
32218,806,6907,130908,Macmillan Academy, ,AC,0,11%,48%,41%,54.3,11.5,10.6,15.5,13.7,73%,71%,34.2,51.6,63.2,NA,19%,72%
34098,806,8007,130570,Middlesbrough College, ,FESI,0,44%,37%,19%,11.3,3.1,3.3,1.5,1,3%,2%,6,21.9,SUPP,NA,0%,0%
39162,806,4002,139823,Outwood Academy Acklam, ,AC,0,39%,49%,12%,49.1,10.6,9.6,12.5,8.6,64%,56%,38.9,53.1,65.4,NA,6%,56%
39178,806,4122,138711,Outwood Academy Ormesby, ,ACC,0,34%,53%,14%,41.1,8.9,8.4,10.1,6.7,49%,45%,25.5,47.8,57.2,NA,1%,43%
58362,806,4702,135606,Trinity Catholic College,Trinity Catholic College,VA,0,13%,61%,27%,46.1,10.4,8.6,10.8,11.5,49%,52%,28.9,44.3,58.9,NA,14%,46%
58874,806,6905,133768,Unity City Academy, ,AC,0,35%,58%,8%,32.7,8,5.6,7.6,6.2,24%,32%,19.5,42.4,50.8,NA,9%,20%
19314,807,6905,136139,Freebrough Academy, ,AC,0,20%,59%,22%,47.2,10.5,8.2,11.3,5.8,47%,50%,27.6,48,62.7,NA,8%,46%
24844,807,4003,141013,Hillsview Academy, ,AC,0,26%,54%,20%,38.7,8.9,7.6,9.1,10.9,48%,48%,20.5,40.8,56.8,NA,3%,41%
26382,807,4007,111726,Huntcliff School, ,FD,0,16%,58%,26%,48.8,9.8,9.7,14.5,13.6,64%,63%,29.5,48,63,NA,31%,60%
30066,807,4005,111724,Laurence Jackson School, ,FD,0,15%,52%,33%,49.4,10.8,9.7,14,13.5,61%,58%,27.6,45.4,65.7,NA,16%,55%
37480,807,4121,138845,Nunthorpe Academy, ,ACC,0,10%,48%,42%,52.1,11,10.3,13.7,12,68%,65%,35.2,47.4,62.3,NA,21%,62%
39168,807,4004,141399,Outwood Academy Bydales, ,AC,0,16%,49%,35%,54.2,10.9,11.1,14.9,12.4,78%,78%,38.1,52.6,63.9,NA,NA,74%
42728,807,4141,139028,Redcar Academy - A Community School for the Performing and Visual Arts, ,ACC,0,29%,41%,30%,45.7,9.3,8.7,10.4,6.8,52%,42%,28.8,45.2,62.5,NA,4%,50%
44650,807,4125,111742,Rye Hills School, ,FD,0,11%,55%,34%,48.6,10.7,9.6,13.2,12.6,66%,59%,26.7,45.8,60.1,NA,24%,59%
44852,807,4639,142273,Sacred Heart Secondary Catholic Voluntary Academy, ,ACC,0,7%,43%,49%,54.7,11.2,10.4,15.9,14.4,80%,71%,35.6,49.3,62.4,NA,16%,78%
50890,807,4638,140751,Saint Peter's Catholic Voluntary Academy, ,ACC,0,20%,57%,23%,44.5,10.1,8.4,11.9,11,51%,48%,26.7,45.5,56.9,NA,13%,38%
1036,808,4001,139606,All Saints Academy, ,ACC,0,3%,49%,49%,57.9,11.6,11.5,16.7,12.2,80%,79%,SUPP,52.8,64.1,56.8,41%,75%
12850,808,4023,139318,Conyers School, ,ACC,0,7%,47%,46%,54.9,11,10.5,16,17,68%,67%,28.5,49.7,65,NA,35%,63%
16834,808,4008,111727,Egglescliffe School,Egglescliffe School,CY,0,4%,45%,51%,58.3,11.9,11.8,16.8,15.9,88%,81%,32.6,52.1,65.6,NA,41%,80%
20876,808,4003,139673,The Grangefield Academy, ,AC,0,18%,57%,25%,48.8,10,9,12.6,7.1,58%,55%,36.2,46.8,61.7,NA,6%,53%
26586,808,4005,141369,Ian Ramsey Church of England Academy, ,AC,0,11%,51%,38%,54.9,10.9,10.7,16,14.3,69%,69%,31.7,51.6,66.3,NA,NA,62%
26794,808,4004,140949,Ingleby Manor Free School & Sixth Form, ,F,0, , , , , , , , , , , , , ,NA,NA, 
36972,808,6906,136146,North Shore Academy, ,AC,0,32%,59%,9%,37.8,9.2,6.4,8.8,8.4,26%,41%,28,39.8,62.9,NA,6%,25%
37156,808,4102,111731,Northfield School and Sports College, ,CY,0,16%,60%,24%,48.1,10.1,9.7,12.1,13.8,64%,63%,29.7,47,63.3,NA,21%,54%
38812,808,4006,141370,Our Lady & St. Bede Catholic Academy, ,AC,0,11%,50%,39%,58.8,11.8,11.6,16.3,12.6,86%,86%,39.1,56.2,70.5,NA,NA,82%
42672,808,6000,111767,Red House School, ,IND,0,NP,NP,NP,55.4,8.8,12.4,16.8,16.8,84%,90%,NP,NP,NP,NA,68%,60%
50006,808,4002,139656,St Michael's Catholic Academy, ,AC,0,11%,43%,46%,52.4,10.9,10,14.7,13.1,66%,64%,30.1,45.8,64,NA,27%,64%
50464,808,4632,142281,"St Patrick's Catholic College, A Voluntary Catholic Academy", ,ACC,0,5%,58%,37%,47.7,9.4,9.8,12.2,11.4,56%,56%,SUPP,42.7,57.1,NA,36%,49%
56974,808,6001,111768,Teesside High School, ,IND,0,NP,NP,NP,63,12.6,12.8,19.1,17.6,91%,84%,NP,NP,NP,NA,55%,91%
57394,808,6905,136121,Thornaby Academy, ,AC,0,17%,60%,23%,39.4,9.7,7.7,8.7,11.3,55%,43%,21.6,39.4,50.4,NA,4%,47%
64156,808,6002,111769,Yarm School, ,IND,0,NP,NP,NP,34,6.7,3.2,8.6,10.5,21%,7%,NP,NP,NP,NA,0%,0%
2200,810,6905,135598,Archbishop Sentamu Academy, ,AC,0,30%,57%,13%,43.1,9.5,8.2,10.5,9.9,35%,30%,32.1,45,59.9,NA,0%,26%
6430,810,4010,139395,The Boulevard Academy, ,F,0, , , , , , , , , , , , , ,NA,NA, 
26288,810,8001,130579,Hull College, ,FESI,0,35%,53%,12%,34.6,7,6,7.3,1.5,14%,12%,25.4,35.4,54.6,NA,0%,13%
26298,810,4622,138082,Hull Trinity House Academy, ,ACC,0,10%,57%,33%,53.8,10.9,10.5,15,9.5,67%,67%,SUPP,50.1,64.7,NA,23%,62%
26566,810,6001,118131,Hymers College, ,IND,0,NP,NP,NP,44.3,0,3.2,20.7,13.2,0%,0%,NP,NP,NP,NA,0%,0%
27782,810,4113,118103,Kelvin Hall School,Kelvin Hall School,FD,0,14%,57%,29%,53.5,11.6,9.6,15.6,10.3,57%,65%,37.6,52,64,NA,22%,56%
28928,810,4009,139118,Kingswood Academy, ,AC,0,23%,58%,18%,46.2,9.9,8.4,11.7,6.6,51%,42%,35.1,47.2,58.2,NA,2%,43%
32352,810,4020,142150,Malet Lambert, ,ACC,0,18%,60%,22%,51.1,10.9,9.1,13.8,8,59%,63%,32.5,51.8,64.4,NA,30%,49%
33226,810,4011,142391,The Marvell College, ,AC,0, , , , , , , , , , , , , , , , 
36298,810,4030,118070,Newland School for Girls, ,CY,0,22%,58%,20%,44.2,9.5,8.4,11.5,10.7,39%,45%,31.1,45.3,58.8,NA,15%,33%
49670,810,4626,118117,St Mary's College, ,VA,0,16%,56%,28%,56,11.9,10.4,15,10.7,81%,79%,37.4,56.3,67.9,NA,37%,81%
53780,810,4007,138246,Sirius Academy North, ,AC,0,41%,48%,11%,43.3,9.1,7.9,11,6.1,48%,39%,35.2,48.6,63.3,NA,2%,42%
53782,810,6906,135945,Sirius Academy West, ,AC,0,23%,60%,17%,47.9,9.9,8.6,12.6,7.3,57%,57%,33.2,49.4,61.7,NA,13%,53%
62744,810,4001,139629,Winifred Holtby Academy, ,ACC,0,16%,61%,23%,48.3,9.9,8.6,13.2,8.4,40%,39%,35.7,47,59.9,NA,8%,37%
5064,811,4625,136995,Beverley Grammar School, ,ACC,0,17%,53%,30%,51,10.7,10.9,14.4,13.3,70%,72%,34.9,49.1,63.4,NA,11%,57%
5066,811,4050,118072,Beverley High School, ,CY,0,5%,55%,40%,57,12.6,10.6,16.4,17.2,74%,73%,30.3,52.1,66.5,NA,47%,69%
7310,811,4500,118111,Bridlington School, ,VC,0,32%,54%,14%,53.2,11,10.2,13.3,7.9,68%,56%,43.7,55.1,66.8,NA,15%,64%
13288,811,4058,136921,Cottingham High School and Sixth Form College, ,ACC,0,12%,58%,30%,52.2,10.8,9.6,13.5,9.6,67%,57%,30.8,50.5,63.8,NA,26%,62%
15686,811,4057,118078,Driffield School and Sixth Form, ,CY,0,14%,54%,32%,49.5,10.6,9.6,14.2,14.3,58%,57%,28.7,46.9,62.4,NA,22%,55%
18798,811,6007,134589,Focus School - Cottingham Campus, ,IND,0,NP,NP,NP,64,14.6,12.6,19,17.9,100%,95%,NP,NP,NP,NA,78%,100%
20510,811,4007,137316,Goole High School, ,ACC,0,21%,58%,21%,45.9,10.1,8.3,12.3,10.2,48%,53%,29,47.3,59.7,NA,15%,43%
23472,811,4064,118085,Headlands School, ,CY,0,17%,60%,23%,47.6,10.2,9.3,12.3,9.3,60%,50%,32.6,47.3,59.9,NA,3%,54%
24118,811,4053,137306,Hessle High School and Penshurst Primary, ,ACC,1,15%,54%,30%,53.8,10.6,10.8,14.7,9.2,72%,69%,34.5,52.8,65.2,NA,33%,70%
26014,811,4061,118082,Hornsea School and Language College, ,CY,0,20%,58%,22%,52.5,10.7,10.1,14.7,14.7,60%,52%,35.8,52.1,67.9,NA,16%,58%
26202,811,4063,118084,Howden School, ,CY,0,8%,58%,34%,49.3,10.2,10,13.5,11.2,64%,61%,29,46.5,58.5,NA,15%,60%
26290,811,6000,118126,Hull Collegiate School, ,IND,0,NP,NP,NP,43.8,6.3,11.8,13.8,11.1,79%,23%,NP,NP,NP,NA,0%,0%
31476,811,4051,118073,Longcroft School and Sixth Form College, ,CY,0,12%,52%,37%,52.4,10.6,10.3,14.2,11.8,70%,64%,31.3,49.8,63.1,NA,22%,64%
32984,811,4055,118076,The Market Weighton School, ,CY,0,12%,55%,34%,49.2,10.8,10.1,12.9,13.6,66%,64%,24.4,46.9,60.9,NA,11%,60%
40960,811,6003,118132,Pocklington School, ,IND,0,NP,NP,NP,43.3,0,3.5,20.5,13.2,0%,0%,NP,NP,NP,NA,0%,0%
54022,811,4102,140866,The Snaith School, ,ACC,0,9%,56%,35%,52.1,11.4,9.9,14.3,15.2,67%,66%,28,50.4,61.1,NA,18%,63%
54268,811,4059,118080,South Holderness Technology College, ,CY,0,12%,62%,26%,49.6,10.1,10.4,14.2,12.4,60%,54%,32.3,47.5,62.7,NA,12%,54%
54270,811,4056,136667,South Hunsley School and Sixth Form College, ,ACC,0,9%,54%,37%,59.5,12.6,11.3,16.2,13.1,87%,77%,37.6,56.6,69.6,57.4,36%,83%
62930,811,4054,118075,Withernsea High School, ,CY,0,27%,54%,19%,48.9,10.2,10.2,13.7,10.6,60%,48%,34.7,51.6,62,NA,6%,50%
63026,811,4060,118081,Woldgate School and Sixth Form College, ,CY,0,12%,49%,39%,55.8,11.3,11,16.4,16.4,75%,71%,42.6,51.5,65.2,NA,24%,64%
63034,811,4062,118083,Wolfreton School and Sixth Form College, ,CY,0,15%,56%,29%,53.7,11.5,10.7,15.7,13.5,74%,69%,37.3,52.2,65,NA,40%,67%
12064,812,6908,136192,Cleethorpes Academy, ,AC,0,14%,58%,27%,50.9,11.3,10.4,14,14.1,69%,59%,33.8,49.5,62.7,NA,16%,63%
21670,812,8005,130585,Grimsby Institute of Further and Higher Education, ,FESI,0,35%,56%,9%,45.9,9.4,9.3,11.5,7.4,54%,54%,37.1,49.8,SUPP,NA,NA,51%
23134,812,6907,135294,Havelock Academy, ,AC,0,26%,51%,23%,48.1,10.5,9.9,11,9.1,58%,57%,30.5,50.1,63.5,NA,10%,56%
23492,812,4084,136277,Healing Science Academy, ,ACC,0,14%,61%,26%,54.2,11.5,10.3,15.4,13.1,66%,74%,36,52.5,66.6,NA,40%,63%
25416,812,4000,139649,Holy Family Catholic Academy, ,AC,0,37%,48%,15%,43.8,9,8.3,9.6,3.3,40%,41%,35.5,44,60.7,NA,0%,35%
26310,812,4092,137200,Humberston Academy, ,ACC,0,13%,52%,35%,56,11.5,10.3,15.4,8.8,65%,69%,42.9,52.8,65.3,NA,24%,64%
27546,812,4011,137464,John Whitgift Academy, ,ACC,0,34%,55%,11%,43,9.5,8,10.4,7.4,39%,41%,31.7,47,55.4,NA,9%,29%
37996,812,6905,135176,Oasis Academy Immingham, ,AC,0,25%,54%,21%,42.6,9.7,8.4,10.7,9.9,46%,53%,27.8,44.7,55,45.8,17%,42%
38048,812,6906,135209,Oasis Academy Wintringham, ,AC,0,25%,53%,21%,45,9.3,9.6,11,10.3,54%,43%,32.3,46.4,58.6,NA,12%,48%
38600,812,4009,137196,Ormiston Maritime Academy, ,ACC,0,28%,54%,18%,37.3,8.4,7.7,8.8,10.7,40%,34%,19.6,40.9,53.3,NA,9%,27%
47432,812,6000,118124,St James' School, ,IND,0,NP,NP,NP,49.6,7.6,11.8,16.2,14,40%,48%,NP,NP,NP,NA,33%,30%
57948,812,4078,136268,Tollbar Academy, ,ACC,0,13%,56%,31%,52.7,10.2,10.8,15.1,15.7,62%,73%,37.3,50.5,62.1,NA,47%,61%
3140,813,4082,137759,The Axholme Academy, ,ACC,0,25%,53%,22%,51.6,10.7,10.4,13.2,8.4,69%,61%,36.1,52.4,66.8,NA,39%,66%
4004,813,4491,118109,Baysgarth School, ,CY,0,25%,55%,20%,51.5,10.9,9.4,13.4,7.6,61%,54%,33.3,54.6,67,NA,19%,58%
19302,813,4087,118097,Frederick Gough School, ,CY,0,24%,49%,27%,50.2,10.5,9.8,14.3,12.6,71%,70%,33.3,52.7,61.6,NA,25%,63%
26308,813,4002,142130,Humber UTC, ,FUTC,0, , , , , , , , , , , , , ,NA,NA, 
26384,813,4074,137832,Huntcliff School, ,ACC,0,21%,63%,16%,46.9,10.3,8.6,12.9,12.6,57%,60%,28.2,49.5,60.5,NA,22%,49%
33724,813,4000,139059,Melior Community Academy, ,AC,0,28%,51%,21%,43.6,9.3,8.7,11,9.1,48%,43%,27,44.3,63.5,NA,4%,40%
39166,813,4001,139277,Outwood Academy Brumby, ,AC,0,33%,53%,14%,45.1,9.4,8.9,12.2,7.7,60%,61%,31.2,49.5,62.1,NA,9%,51%
39174,813,4076,137004,Outwood Academy Foxhills, ,ACC,0,35%,48%,18%,47,10.3,9.5,12.9,10.4,65%,56%,33.3,54.3,60.7,NA,14%,61%
45766,813,4700,138018,St Bede's Catholic Voluntary Academy, ,ACC,0,16%,46%,38%,52.2,11.1,10.9,13.8,13.8,76%,64%,28.1,51.3,64.4,NA,20%,72%
48516,813,6905,135674,The St Lawrence Academy, ,AC,0,25%,55%,20%,48.2,9.9,9.9,12.3,11.1,60%,57%,30.5,50.8,61.8,NA,15%,55%
53716,813,4501,118112,Sir John Nelthorpe School, ,VC,0,12%,54%,34%,52.3,10.9,10.4,14.9,15.2,74%,75%,29.7,49.8,64.1,NA,46%,70%
54164,813,4083,137742,South Axholme Academy, ,ACC,0,13%,57%,31%,53,11.5,10.8,14.1,12.7,77%,69%,31.2,51.3,65.3,NA,13%,75%
54340,813,6003,135065,South Park Enterprise College (11-19), ,IND,0,NP,NP,NP,1.3,0.3,0.5,0.1,0.2,0%,0%,NP,NP,NP,NA,0%,0%
59156,813,4091,137453,The Vale Academy, ,ACC,0,13%,55%,32%,54,10.9,10.7,14.6,11.7,72%,68%,38.2,51.9,64.1,NA,24%,71%
62840,813,4090,138831,Winterton Community Academy, ,ACC,0,21%,59%,20%,44.9,9.8,8.6,12.8,11.4,48%,62%,28.7,45.5,60.8,NA,30%,46%
1594,815,6006,121735,Ampleforth College, ,IND,0,NP,NP,NP,33.8,5.6,0,15,12.3,0%,0%,NP,NP,NP,NA,0%,0%
2786,815,6028,121758,Ashville College, ,IND,0,NP,NP,NP,57.4,10.9,12.2,17.1,13.3,75%,75%,NP,NP,NP,NA,0%,74%
3578,815,4232,121708,Barlby High School, ,CY,0,17%,52%,31%,48.6,9.4,9.5,13.1,9.6,58%,52%,28.6,45.5,64.9,47.7,23%,52%
4278,815,4052,121670,Bedale High School, ,CY,0,16%,48%,35%,50.8,10.8,9.8,13.5,11.3,70%,63%,29.6,49.3,62.1,NA,35%,64%
6342,815,4221,121699,Boroughbridge High School, ,CY,0,18%,61%,21%,48.1,10.8,9.8,13.2,13.1,69%,65%,29.1,49,63.9,NA,24%,55%
7014,815,4003,143138,Brayton High School, ,AC,0, , , , , , , , , , , , , , , , 
9008,815,4039,121667,Caedmon College Whitby, ,CY,0,23%,48%,29%,48.6,10.1,9.7,13.6,11.9,60%,62%,31.5,49.3,61.9,NA,13%,59%
14116,815,6022,121752,Cundall Manor School, ,IND,0,NP,NP,NP,57.6,10.8,11.7,17.7,17.4,75%,88%,NP,NP,NP,NA,79%,75%
16118,815,4005,121664,Easingwold School, ,CY,0,17%,44%,39%,49.9,10.9,10.1,14.1,14.6,65%,66%,26.2,47.9,63.2,NA,31%,60%
16484,815,4001,142061,EBOR Academy Filey, ,AC,0,26%,43%,31%,44.3,10,8.6,11.6,11.9,45%,45%,24.8,44.7,60.8,NA,NA,40%
17496,815,4608,121716,Ermysted's Grammar School, ,VA,0,0%,7%,93%,66.7,12.8,14,20.6,19.3,100%,98%,NE,52.1,67.6,68.7,SUPP,94%
17542,815,4041,121668,Eskdale School, ,CY,0, , , , , , , , , , , , , ,NA,0, 
17796,815,6037,131124,The Faculty of Queen Ethelburga's, ,IND,0,NP,NP,NP,54.5,11.6,10.9,15.7,10.3,84%,75%,NP,NP,NP,NA,16%,73%
19624,815,6004,121733,Fyling Hall School, ,IND,0,NP,NP,NP,54.4,10.9,11.7,16.5,11.8,81%,62%,NP,NP,NP,NA,21%,67%
19980,815,4069,121674,George Pindar School, ,FD,0,27%,57%,17%,44,9.9,8.8,10,7.8,53%,47%,29.1,45.5,62.7,NA,15%,41%
20056,815,6011,121740,Giggleswick School, ,IND,0,NP,NP,NP,44.5,0,11.5,17.1,15.7,0%,1%,NP,NP,NP,NA,0%,0%
20698,815,4070,121675,Graham School, ,CY,0,30%,49%,21%,40.7,9.1,8.3,10.7,12.6,46%,42%,24.3,43,60.1,NA,9%,36%
22784,815,4200,136497,Harrogate Grammar School, ,ACC,0,15%,51%,34%,59.7,12,11.7,17.7,17.5,84%,80%,41.6,57.3,69.9,NA,49%,80%
22786,815,4219,138190,Harrogate High School, ,ACC,0,31%,57%,11%,44.6,9.7,9.3,8.8,8,55%,50%,33.1,47.2,63,NA,15%,51%
22788,815,6012,121741,Harrogate Ladies' College, ,IND,0,NP,NP,NP,35.5,5.2,11,9.5,9.8,67%,43%,NP,NP,NP,NA,0%,0%
25420,815,4610,121718,"Holy Family Catholic High School, Carlton", ,VA,0,11%,54%,35%,51.4,10.5,10.3,14.4,13.2,66%,60%,38.4,46.4,62.7,51.6,20%,61%
28344,815,4202,121687,King James's School, ,CY,0,17%,46%,37%,51.8,10.7,10.1,14.8,15.2,67%,69%,30,49.5,64.2,NA,24%,59%
29418,815,4054,121671,Lady Lumley's School, ,CY,0,16%,56%,29%,52,11.8,10.4,13.4,15,70%,67%,30.9,50.3,66.2,NA,21%,64%
32424,815,4077,121681,Malton School, ,CY,0,14%,57%,29%,52.1,10.9,10.3,14.6,12.2,70%,67%,35.6,50.1,64.1,NA,29%,58%
36500,815,4223,121700,Nidderdale High School, ,CY,0,21%,57%,22%,52.5,11.1,9.6,15,16.7,71%,66%,32.5,54.4,65.3,NA,35%,66%
37042,815,4074,121678,Northallerton School & Sixth Form College, ,VC,0,9%,67%,24%,49.9,9.7,10,14.6,14.9,59%,59%,37.7,46.9,62.9,NA,NA,55%
37308,815,4152,136728,Norton College, ,ACC,0,19%,56%,25%,49.6,9.9,9.3,14,11.2,52%,60%,28.9,50.8,62.6,NA,26%,45%
39182,815,4203,137412,Outwood Academy Ripon, ,ACC,0,22%,59%,19%,52.2,10.5,10.9,14.3,9.5,77%,75%,35.1,55,62.9,NA,20%,71%
41938,815,6014,121743,Queen Ethelburga's College, ,IND,0,NP,NP,NP,66.4,13,14.4,20.7,17.2,98%,99%,NP,NP,NP,NA,74%,98%
41944,815,6035,121749,Queen Margaret's School, ,IND,0,NP,NP,NP,54.6,13.4,0,20.8,14.4,0%,0%,NP,NP,NP,NA,0%,0%
41958,815,6000,121725,Queen Mary's School, ,IND,0,NP,NP,NP,63.1,14,11.3,18.4,19.4,95%,76%,NP,NP,NP,NA,42%,95%
42598,815,6019,121748,Read School, ,IND,0,NP,NP,NP,44.6,9.2,9.6,12.4,13.4,41%,63%,NP,NP,NP,NA,36%,32%
43180,815,4076,121680,Richmond School, ,CY,0,18%,51%,31%,51.1,10.9,9.7,13.6,14.7,67%,64%,27.8,51.2,64,NA,25%,61%
43354,815,4215,121694,Ripon Grammar School, ,CY,0,0%,18%,82%,68.8,13.5,14.5,20.8,20,98%,97%,NE,59.3,70.6,NA,SUPP,97%
43396,815,4004,121663,Risedale Sports and Community College, ,CY,0,37%,51%,13%,40,8.7,8.1,12,9.6,42%,47%,28,44.2,61.3,NA,10%,37%
44094,815,4217,136896,Rossett School, ,ACC,0,17%,51%,32%,53,10.9,10.4,15.5,14.8,71%,68%,32.5,50.9,67.1,NA,38%,65%
44668,815,4022,121665,Ryedale School, ,CY,0,24%,51%,25%,53.8,11.4,10.4,15.2,16.4,71%,73%,39.8,53,68.9,56.7,37%,68%
44920,815,4611,137139,St Aidan's Church of England High School, ,ACC,0,10%,48%,42%,59.6,12.1,11.3,17.9,18.3,78%,83%,37.6,54.2,68.9,NA,65%,76%
45624,815,4604,121714,"St Augustine's Roman Catholic School, Scarborough", ,VA,0,16%,52%,32%,51.8,11.5,10,13.9,16.3,69%,64%,28.4,52.2,64.5,51.9,6%,61%
46782,815,4605,121715,St Francis Xavier School, ,VA,0,12%,49%,39%,59.8,11.7,11.6,17.7,17.7,83%,79%,44.2,56.1,69.7,57.5,37%,82%
47518,815,4609,121717,St John Fisher Catholic High School, ,VA,0,8%,48%,44%,56.5,11.7,11.2,16.4,15.7,83%,85%,36.1,52,65.5,NA,51%,77%
52312,815,4073,121677,Scalby School,Scalby School,CY,0,23%,54%,23%,49.8,10.6,10.3,13.3,13.1,65%,62%,30.9,49.7,68.4,NA,40%,60%
52326,815,6002,121730,Scarborough College, ,IND,0,NP,NP,NP,41.5,6.4,0,18.1,12.7,0%,0%,NP,NP,NP,NA,0%,0%
52332,815,4002,142884,Scarborough University Technical College, ,FUTC,0, , , , , , , , , , , , , , , , 
52658,815,4225,121702,Selby High School Specialist School for the Arts and Science, ,CY,0,14%,58%,28%,48.6,9.7,10.4,13.8,11.8,59%,61%,26.4,46.6,64.9,NA,7%,53%
52740,815,4205,121689,Settle College, ,CY,0,12%,74%,13%,54.5,11,10.4,16.1,14,75%,67%,41.6,54.8,68.8,NA,36%,66%
53144,815,4216,121695,Sherburn High School, ,CY,0,16%,57%,28%,52.1,10.9,11,14.4,12.8,75%,60%,30.9,50.5,67.4,NA,21%,66%
53892,815,4000,141179,The Skipton Academy, ,AC,0,19%,66%,15%,45.1,9.2,8.2,12.8,5.6,37%,36%,32.4,45.3,62,NA,7%,27%
53894,815,4518,136664,Skipton Girls' High School, ,ACC,0,0%,15%,85%,70,14.1,13.6,20.8,19.2,98%,98%,NE,62.4,71,NA,71%,98%
54192,815,4210,136736,South Craven School, ,ACC,0,13%,61%,26%,52.7,11,9.8,14.4,7,62%,60%,33.2,52.1,64.4,49.2,20%,59%
55798,815,4047,141930,Stokesley School, ,ACC,0,11%,34%,55%,57.3,11,11.7,17.3,16.1,79%,76%,31.9,51.6,65.9,57.1,49%,73%
56744,815,4211,121693,Tadcaster Grammar School, ,CY,0,13%,36%,50%,55.8,11.7,11.2,15.8,16.6,75%,71%,31.1,49.8,67.4,54.4,32%,71%
57226,815,4035,121666,Thirsk School & Sixth Form College, ,CY,0,15%,56%,29%,50.3,10.4,10.4,14.2,13.7,68%,66%,27,48.6,65,NA,26%,58%
59016,815,4206,121690,Upper Wharfedale School, ,CY,0,18%,63%,20%,53.2,10.6,11.1,14.7,11.9,80%,69%,41.3,55,61.9,NA,10%,66%
60556,815,4075,121679,The Wensleydale School & Sixth Form, ,CY,0,14%,58%,28%,53.4,10.7,10.6,15.5,15.5,68%,62%,36.3,52.4,63.6,NA,10%,63%
1260,816,4702,121720,All Saints RC School, ,VA,0,12%,41%,47%,56.1,11.7,11,15.7,17.3,79%,74%,34.5,51.2,66.7,55.6,35%,72%
2182,816,4500,136617,"Archbishop Holgate's School, A Church of England Academy", ,ACC,0,9%,47%,44%,56,11.7,10.8,15.2,14.6,74%,70%,36.5,50.9,66.3,NA,32%,71%
6304,816,6000,121722,Bootham School, ,IND,0,NP,NP,NP,53.7,12.3,11.7,12.2,16.5,85%,83%,NP,NP,NP,NA,0%,75%
9424,816,4003,121662,Canon Lee School, ,CY,0,11%,55%,34%,48.5,9.9,9.8,13.4,14.8,56%,47%,29.5,44.5,60.7,NA,15%,52%
18848,816,6012,141555,"Focus School, York Campus", ,IND,0,NP,NP,NP,56.5,11.5,11.8,17,16.1,77%,77%,NP,NP,NP,NA,NA,77%
19526,816,4153,121684,Fulford School, ,CY,0,6%,43%,51%,59.4,12.2,11.5,17.5,17.3,81%,81%,34.8,53,67.5,NA,46%,76%
