LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
311,3504,102332,13,12,5,10.4,9.9,4.1,23.8,37486
311,3505,102333,13,18,4,9.2,11.7,3,22.4,40689
311,3506,102334,22,18,5,18.9,11.5,3.6,22.8,40401
311,3507,102335,12,14,3,9.7,8.3,2.3,24.7,39430
311,3508,102336,11,16,3,9.7,11.5,2.4,21.5,37784
311,3509,135588,26,29,8,22,18.3,6.9,24.2,36098
311,4000,137197,76,26,32,69.3,19.8,22.8,13.9,41901
311,4001,137396,56,26,28,52.3,17.4,23.4,14.6,41441
311,4003,136576,66,27,35,60.2,19.5,25.7,14.2,41537
311,4006,137414,60,15,22,53.6,11,19.3,17.9,43001
311,4009,102341,48,21,26,46,16.3,20.5,13.8,44660
311,4011,140300,53,17,26,52.6,12.9,23.2,18,44550
311,4025,102343,35,8,18,34,5.6,17.1,15.5,40604
311,4026,102344,47,7,23,43.1,5,19.8,12,38394
311,4037,102345,57,19,32,53.3,13.5,21.6,15.8,41398
311,4038,137189,57,11,27,55,7.8,22.2,15.2,39718
311,4042,139307,50,24,25,47.3,16.8,18.3,15.5,44662
311,4600,137145,99,14,37,90.5,12.2,29.8,13.4,41040
311,4700,137040,67,15,41,58.3,8,22.2,18.3,43952
311,5400,138326,93,15,31,82.2,11.9,25.7,15.2,41920
311,5401,136663,65,17,23,59.5,11.5,18.9,14.1,41950
311,5402,136600,84,9,29,78,8.4,24.2,18.2,40273
311,5403,137233,65,15,20,57.6,9.9,14.4,13.8,44124
311,6905,136090,69,20,22,68.6,18.5,20.7,12.9,38451
312,1100,142107,20,13,4,17.2,12.8,3.8,4.1,39450
312,2001,138983,30,31,14,29.2,28.2,13.6,21.4,37102
312,2002,139117,27,21,7,26,20.8,7,19,32637
312,2003,102368,15,12,10,12.9,7.3,5.6,19.5,36787
312,2004,102369,25,26,13,23.9,15.9,8.3,28.2,40569
312,2010,102373,26,37,12,25.8,28.8,11.2,22.7,39661
312,2011,139295,18,32,5,15.4,21.1,4.7,17.4,41250
312,2012,102375,17,42,8,13.3,19,4.7,21.6,39568
312,2016,102377,31,32,16,29.5,24.1,12.5,20.9,38822
312,2017,139275,18,21,8,17.8,16.1,5.9,20,36545
312,2018,102378,19,13,8,16.4,9,5.8,22.9,40535
312,2019,102379,18,28,9,16.3,18.3,5,25.4,37856
312,2020,102380,24,9,9,20.6,5.7,6.9,25.4,40833
312,2021,139909,17,6,3,17,6,3,22.5,31301
312,2022,139926,13,9,2,12.6,8.9,2,16.4,35392
312,2023,102381,15,16,5,14.6,12.1,3.2,20.8,37633
312,2024,102382,16,21,8,13.2,14.6,4.4,20.2,37407
312,2025,102383,27,33,7,25.3,19.4,5.3,19.8,38358
312,2026,102384,14,10,7,11.9,5.6,5.1,18.7,41138
312,2027,140387,9,2,9,8,1.9,8.2,19.2,46537
312,2028,140391,12,12,8,12,8.8,7.4,17.8,38302
312,2029,102385,23,19,6,19.4,14.5,5.7,20.7,39197
312,2032,102388,21,12,5,17.7,8.3,3.6,19.3,38447
312,2033,102389,15,20,13,12.2,11.7,10.8,25.7,40843
312,2035,140484,3,1,4,2.6,1,4,16.2,SUPP
312,2036,102391,26,23,4,24.6,15.5,3.8,19.3,40374
312,2037,102392,25,24,17,20.7,18.7,14.2,19.4,39821
312,2038,102393,20,11,8,17.2,8.3,5.3,20.8,40425
312,2039,102394,16,18,9,12.9,9.7,7,23.5,41854
312,2040,140671,63,57,26,53.1,45.8,20.9,17.8,42204
312,2045,141561,12,12,2,12,12,2,26.6,34983
312,2048,141718,22,13,9,21.6,11.1,8.3,22.8,36352
312,2051,102398,25,34,12,24.3,21.8,10.3,20.9,39816
312,2052,102399,23,26,8,21.5,17.6,6.1,19.3,37193
312,2054,102400,23,10,4,17.6,5.6,2,20.1,41003
312,2055,102401,29,35,11,27,25.3,9.1,22.2,36689
312,2059,102403,21,29,8,18.6,23.1,7.3,27.2,39698
312,2060,102404,22,20,9,19.1,16.5,7,21.8,38370
312,2061,102405,16,19,9,15.6,11.4,6.4,21.8,38859
312,2063,102407,17,13,7,16.2,9.4,6.6,22.3,37253
312,2064,102408,32,27,15,29.4,15.1,12.2,17.8,37006
312,2065,102409,12,10,5,9.9,6.1,4.5,23.1,40287
312,2069,102411,17,27,11,16.8,16.9,8.4,22.3,37378
312,2074,102413,16,25,5,13.2,14,4,23.4,40820
312,2076,102414,27,23,8,23.1,12.2,5.2,18.3,41912
312,2078,138613,59,62,28,50.4,29.7,19.4,17.2,38329
312,2080,102416,24,27,13,21.3,17.6,7.6,21.5,38406
312,2081,141055,34,35,15,31.8,25.5,12.9,18,36729
312,2082,138621,52,59,17,50,43.3,13.8,18.5,35505
312,2084,131638,35,42,10,33.2,34.6,8.3,18.3,38368
312,3300,102417,21,36,7,17.8,20,4.7,22.2,35474
312,3302,102418,14,13,6,11.3,8.2,5,19.4,39993
312,3306,139302,24,29,10,21.7,17.9,7.8,20.3,44317
312,3307,102420,24,31,8,22.2,20.4,6.3,20,39275
312,3400,102421,12,12,5,10.6,7.5,4.2,20.6,40035
312,3401,102422,32,30,6,30.8,21.1,5.2,21.7,39626
312,3402,102423,24,25,9,20.2,13.8,6.2,21.8,39880
312,3403,102424,12,20,6,8.7,11.4,5,25.9,37298
312,3404,102425,12,8,4,11.3,6.9,3.5,20.9,40293
312,3405,102426,35,32,10,28.6,18.5,7.2,22.6,41205
312,3410,139306,23,21,11,20.9,17.8,8.3,20.5,40468
312,4000,138368,13,2,2,13,1.9,2,7.9,35533
312,4002,140941,12,NA,2,9.9,NA,2,23.4,41020
312,4009,141035,13,1,NA,13,1,NA,6.4,37455
312,4023,140748,66,15,29,63.2,11.9,24.6,15.8,38936
312,4600,137407,85,16,31,75.8,12.5,25.8,16.8,42515
312,4654,136329,87,27,36,84.4,24.4,31.1,17.5,40375
312,5200,102430,17,22,9,15.4,12.9,7.4,20.8,40945
312,5201,102431,18,20,5,16.1,14.3,3.9,21.9,42655
312,5202,102432,14,15,5,14,12.2,4.4,27.7,29683
312,5203,102433,18,21,8,14.9,17.8,5.9,24.4,42254
312,5204,102434,14,23,4,10.7,14.8,3.1,20.5,40455
312,5205,102435,13,14,6,10.8,8.5,4,21.9,39551
312,5206,139609,35,33,12,32.6,25.7,11.5,18.3,38296
312,5208,102438,11,9,9,9.4,6.6,5.8,23.7,41511
312,5211,102439,42,49,14,34.9,27.9,10.5,19.5,40351
312,5400,137633,93,12,26,89.9,10.4,24,14.5,41105
312,5401,136519,125,36,46,118.3,30.5,40.4,16.9,39224
312,5402,137635,77,29,33,74.1,29,32.6,15.5,37865
312,5403,136711,97,24,31,91.9,16.2,25.8,16,36118
312,5404,136768,76,11,24,74.6,9.6,23,16.5,38466
312,5405,137829,37,9,16,33.3,6.5,12.8,13.8,37459
312,5406,137077,59,16,4,58.5,16,3.9,11.4,34828
312,5407,137078,31,7,3,30.2,6.6,3,9.1,35769
312,5408,137925,93,10,40,88,10,40,14.5,41362
312,5409,102449,42,15,17,41.7,11.5,13.8,11.1,43700
312,5410,136631,76,20,25,73.4,18.7,22.7,15.4,40590
312,5411,102451,84,16,27,82,15.3,25.5,12.7,42685
312,5412,137844,95,21,53,93.2,18.4,42.8,15,41738
312,6905,134797,75,20,24,73,19.2,23.5,13.4,40595
312,6906,135004,54,19,30,51.9,16.2,27.5,16.6,41848
313,2003,102470,25,16,10,22.8,10.5,7,19.3,38478
313,2004,136809,28,21,9,27.1,11.6,7.6,24,33377
313,2005,140158,24,14,5,22.1,12.2,3.8,19.6,38953
313,2006,102471,20,17,5,18,11.1,3.6,16.6,36963
313,2007,102472,12,6,7,10.5,5.1,4.6,19,40879
313,2014,140974,34,24,9,31.1,19.4,8,22.1,38158
313,2015,141517,12,12,4,10.8,10,3.5,17.8,40273
313,2020,140718,24,12,7,22.4,8.4,5.5,19.4,36381
313,2021,102484,22,22,16,20,15.9,10.6,20,39048
313,2022,102485,16,17,3,15.2,9.8,2.2,22.3,33299
313,2023,141956,3,1,2,2.3,1,1.4,10.2,SUPP
313,2024,102486,20,12,2,17.6,8.9,1.9,18,35905
313,2031,102489,34,24,4,31.8,16.1,3.9,17.1,37119
313,2032,102490,39,23,24,36.2,13.6,19.9,18.5,37436
313,2033,102491,45,35,8,41.6,25.8,6.5,19.1,41040
313,2034,102492,38,38,17,32.9,27.9,12.7,23.2,39688
313,2036,102493,27,29,14,26,24,12.9,21.7,38001
313,2037,102494,38,28,16,33.2,22.1,10.9,20.4,41294
313,2038,139869,23,4,4,22.7,3.2,3.5,16.9,40995
313,2039,102496,24,30,3,20.4,20.5,3,19.8,39032
313,2041,102497,16,13,3,14.6,9.2,2.7,24.2,40619
313,2042,102498,22,17,8,18.2,8.6,6,16.7,39119
313,2043,102499,17,11,5,13.4,7.8,3.3,21.3,36135
313,2044,102500,12,5,7,11.4,2.3,6,24.6,44141
313,2045,102501,25,5,5,23.3,3.8,4.1,17.6,35301
313,2046,102502,22,24,3,19.7,19.6,2.8,20.4,37048
313,2047,102503,29,25,5,22.1,15.5,3.1,15.7,40215
313,2048,102504,20,25,4,15.1,12.8,3,20.5,40980
313,2050,102505,23,17,5,21.9,14.2,4.4,22.6,36640
313,2051,102506,12,13,2,10.8,9.5,2,19.9,38244
313,2056,102508,14,10,4,13.2,6,2.9,20.2,41124
313,2061,102512,23,17,8,20,11.8,3.9,18.7,36660
313,2062,139889,27,22,12,26,18.8,10.7,23.7,36944
313,2063,102514,23,20,5,23,16.9,4.3,19.2,33890
313,2064,102515,24,13,14,23,8.8,9.7,18.6,38370
313,2071,102519,13,14,5,12.1,12.4,3.9,20.9,42785
313,2073,102520,35,35,6,30.9,23.7,5.5,21,39350
313,2075,102522,22,15,1,21.3,12.5,0.5,20.7,38326
313,2078,132263,24,33,8,24,25.3,6.9,19.4,38306
313,2079,132264,35,29,11,31.8,21.2,7.5,18.8,37532
313,2081,132266,31,16,8,28.6,12.4,7.5,15.6,36878
313,2082,133486,23,13,6,19,8.2,4.4,16.9,36181
313,2083,135831,35,22,8,31.1,15.3,4.7,19.2,38696
313,3300,102523,13,6,5,13,3.2,4.3,28.5,41981
313,3302,102524,14,13,9,12.8,8.8,8.1,23.7,41191
313,3502,102526,9,10,4,8.1,8,3.7,26.4,42266
313,3503,102527,23,14,6,21.6,8.7,5.4,22.1,40160
313,3504,102528,18,11,3,15.9,9.6,2.9,21.7,36325
313,3505,102529,9,5,5,9,4.4,4.3,24.4,38400
313,3507,102531,24,20,8,20.4,13.2,6.7,21.9,38784
313,3941,135261,23,16,4,21.5,12.5,3.6,20.7,39678
313,3942,135562,34,29,9,31.2,20.1,6.7,21.2,40488
313,3943,135880,33,36,9,30.7,24.9,5.7,21.5,37083
313,3944,136191,25,19,5,20.2,12.4,3.9,21.9,38444
313,4000,138266,39,30,4,39,30,4,12.7,NA
313,4001,139276,58,12,23,53.5,10.6,21.1,15.1,43689
313,4002,139720,10,7,3,10,7,3,18.3,36149
313,4003,142126,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
313,4020,137907,81,15,36,75.6,13.8,30.7,17.2,41645
313,4022,137009,83,14,33,79.8,11.2,31.4,12.5,41681
313,4023,137618,75,34,31,71,30.8,26.8,12.7,41559
313,4024,139095,58,10,26,55,8.3,20.6,14.2,40021
313,4026,138924,82,18,33,79.9,15.7,29.2,15.3,42369
313,4027,136341,114,21,30,106.1,18.4,28,14.1,41869
313,4028,102539,125,12,34,120.4,9.9,31.7,15.2,39102
313,4029,136522,94,17,44,90.6,15.4,39.5,15.8,41103
313,4500,137940,79,8,29,76.6,6.8,26.9,12.7,40621
313,4600,139989,63,11,23,56.6,9.2,20.9,15.2,41786
313,4800,137995,80,7,26,73,4.2,20.1,16.2,43696
313,5400,137928,84,17,29,74.3,11.5,21.8,15.2,40513
313,5401,102545,68,5,18,65.4,4.1,16.6,17.7,41548
314,2000,141764,24,32,7,23.3,21.6,6.7,18.7,36802
314,2001,102564,26,13,6,23.4,9.6,4.5,19,36774
314,2002,102565,23,35,18,18.3,20,12.3,23,38921
314,2004,102567,17,27,5,14.6,12.7,3.5,22.5,36845
314,2005,102568,20,18,12,18,12,9,20.1,37952
314,2006,137575,18,15,5,17.4,13.5,4,19.1,35706
314,2007,140667,16,25,7,14.7,19.7,4.9,15.8,34902
314,2008,102569,24,28,12,19.7,20.4,7.6,22,38200
314,2014,138689,49,35,45,43.7,21.9,20.6,20.2,37617
314,2020,102573,12,13,4,10.9,8.6,3.8,19.6,38809
314,2024,102574,21,21,7,18.3,16.9,4.5,18.4,38774
314,2025,102575,19,26,13,16.2,19.4,10.5,19.9,42378
314,2028,102576,21,12,4,19.8,8.3,3.5,19.7,36669
314,2030,102577,15,16,3,13.7,12.5,2.4,19.2,34636
314,2031,102578,19,31,11,14.7,23.3,8.2,23.5,39870
314,2032,102579,29,15,10,25.4,12.2,7.6,15.5,37681
314,2033,102580,34,28,10,28.5,21.2,7.4,21.6,36111
314,2034,102581,26,25,15,23.2,12.1,13,19.3,41672
314,2035,102582,39,24,18,34.6,21,14.8,14.7,38823
314,2036,102583,36,29,13,31.7,12.9,11.6,16.7,36427
314,2037,131097,40,23,20,31.8,13.1,10.6,20.5,37934
314,3301,102585,22,30,8,18.1,12.9,7.4,24.3,39400
314,3302,102586,25,26,10,23.2,15.4,9,22.6,37807
314,3303,102587,15,6,8,13.1,4.4,6.3,21.4,39105
314,3304,102588,17,14,4,15.8,8.4,3.3,20.4,34496
314,3305,102589,13,9,6,9.4,5.9,4.7,21.8,37892
314,3308,102590,12,6,5,9.8,3.8,4,20.9,36402
314,3309,102591,17,19,5,14.2,9.8,4.4,23.2,39533
314,3310,102592,19,10,7,18.2,7.7,4.5,23.1,36621
314,3311,102593,12,15,5,11.3,7.2,3.3,20.9,37743
314,3500,102594,26,18,11,22.6,9.4,6.2,20.6,37983
314,3501,102595,19,21,4,15.8,14.2,2.5,26.1,41725
314,3502,102596,14,12,7,12.5,7.6,4.5,21.9,39359
314,3503,137856,25,20,9,20.6,11,6.5,22.2,39263
314,4001,141862,14,2,3,10.9,2,1.9,12.6,52414
314,4002,141959,5,4,2,3.6,3,2,6.9,44114
314,4004,137848,103,7,33,90.5,5.5,28,14.5,43855
314,4006,102599,33,5,23,31.3,4.8,20.3,14.3,40567
314,4009,137917,49,7,20,48,4.4,17.1,16.1,42256
314,4010,136615,68,NA,21,60.6,NA,18.7,16.4,40235
314,4011,137060,91,15,30,85.9,13.4,25.2,14.8,38816
314,5200,102604,20,16,4,13.8,8.5,2.6,21.4,37499
314,5400,136910,71,9,30,64,4.4,23,18.1,40956
314,5401,137299,76,27,21,69,23.8,19,13.8,43765
314,5402,138459,60,7,22,57.8,5.5,16.9,16.4,39862
314,5403,137859,62,10,29,59.3,8.3,23.6,13,43666
314,5404,137678,70,13,24,65.1,11.3,18.5,16.1,42997
315,2000,140187,24,27,10,21.7,20.1,7.5,15.7,41467
315,2001,141027,5,4,3,4.6,3.1,2.7,12,55863
315,2002,141143,23,28,8,22.4,23.6,8,21.1,37602
315,2052,102626,26,18,8,22,13.4,7.3,19.6,40148
315,2055,102628,18,11,7,13.8,8.1,5.2,21,39842
315,2056,102629,27,19,7,24.7,15.2,5.5,17.9,39617
315,2058,102631,16,12,4,13.6,9.2,3,16.9,43076
315,2059,102632,27,22,5,22.8,15,3.9,19.6,40571
315,2061,102633,21,16,7,19.3,11.6,5.5,21.8,44217
315,2062,102634,20,11,7,19,8.1,5.5,15.7,39154
315,2063,102635,23,22,8,21,15.5,7.5,20.5,39863
315,2064,102636,26,30,3,23.8,21.5,2.6,17.1,37524
315,2066,102638,25,24,5,21,16.8,5,15.6,38053
315,2067,102639,13,11,7,10.4,8.1,4,22.1,42288
315,2068,102640,12,15,7,11.6,9.4,4.3,20.1,43842
315,2070,102642,19,18,5,16.5,12.3,4.3,21,42197
315,2071,102643,24,31,7,21.4,23.8,6,21.5,41688
315,2072,102644,31,29,9,25.6,15.9,7.8,21.6,44163
315,2073,102645,14,14,4,13,10,3.2,18.7,40230
315,2074,102646,21,10,6,20.2,8.9,5.7,21.6,39230
315,2075,102647,20,17,6,18.4,14.9,6,23.9,42684
315,2076,102648,30,33,15,27.3,19.3,7.8,21.6,39810
315,2077,102649,23,29,6,22,18.4,5,19.6,41512
315,2081,102652,33,36,7,30.2,30.7,6.8,16,38032
315,2082,102653,32,25,19,27.7,17,16.2,22.7,37169
315,2083,102654,27,21,15,25.7,16.4,10.9,21.8,38522
315,2084,102655,24,22,15,23.8,17.4,12.5,23.6,43455
315,2085,102656,28,26,9,26.8,24.8,7.9,18.4,38715
315,2089,102660,21,11,11,20.2,9.1,9.8,18.4,39905
315,2090,102661,14,16,7,13.6,14.8,6.9,24.6,41314
315,2091,102662,47,48,15,33.5,33.9,12.3,20.7,41783
315,2092,132169,27,25,8,22.7,19.4,6.3,18.9,42938
315,2094,132167,31,18,9,29.6,12.7,8.1,20.1,43338
315,3300,102663,19,14,11,17.7,10.5,7.6,17.2,38866
315,3302,102664,16,14,7,11.5,9,4,18.7,39819
315,3303,102665,23,14,8,20.2,10.3,7.3,20.7,38487
315,3304,102666,26,15,6,22.2,10.7,5.5,22.2,37439
315,3500,102667,22,28,9,19.5,20.4,6,22.6,39574
315,3501,102668,22,17,6,20,10.7,4.9,19.7,43843
315,3502,102669,20,13,7,17.8,9.8,6.1,24.9,41615
315,3503,102670,21,20,4,19.4,12.9,3.9,19.6,43554
315,3505,102671,20,24,4,17,15.9,3.7,25.5,43154
315,3506,102672,25,20,9,18.3,12.7,9,23.7,44527
315,3507,133774,31,21,10,29.9,15.3,9.8,20.4,41821
315,4000,138495,45,19,7,43.4,18.3,6.3,14.3,46720
315,4050,102673,96,14,27,91.8,12.2,25.6,14.1,44229
315,4052,102674,80,24,23,73.2,23.4,20.2,13.8,45008
315,4500,102679,85,27,25,82.4,23,21.5,15.3,43401
315,4701,102681,76,44,25,73,38.3,23.2,17.1,48194
315,5400,102683,89,23,32,81.2,17.7,29.4,16.8,47589
315,6905,131897,148,69,37,144.8,55.4,30,7.7,45998
315,6906,134003,58,11,22,56.2,11,19.5,15.2,40342
316,2000,102709,33,31,8,28.3,26.2,6.3,18.4,44925
316,2001,102710,47,44,14,45.8,37.5,12.8,18.5,44099
316,2004,102711,55,53,23,53,46.5,22.8,16.6,36827
316,2006,102712,25,25,8,24.6,23.2,6.7,17.4,45858
316,2012,102715,48,44,12,46.1,37.6,10.9,17.3,40300
316,2015,102716,35,42,10,33.8,37.3,9.2,19,37240
316,2016,102717,21,25,8,20.2,22,7.6,20.1,40150
316,2017,102718,22,19,4,20.5,17.1,4,19.3,40194
316,2018,102719,50,39,9,48.5,34.3,6.8,18.8,40885
316,2022,102720,27,47,9,25.9,37.2,7.8,15,40215
316,2024,102721,20,14,4,16.3,12,4,21.7,43942
316,2025,102722,22,23,6,21.1,20.3,4.3,16.5,45401
316,2026,102723,12,15,5,10.8,12.9,4.3,20.2,45179
316,2030,102724,28,20,6,26.8,18,3.6,16.4,42020
316,2032,102725,27,25,6,25.2,22.5,5.1,17.2,39133
316,2034,102726,50,33,16,46.4,29.5,13.7,17.3,42855
316,2036,102727,36,23,6,31.8,18.7,5.9,15.9,43783
316,2037,102728,29,11,6,26.2,10.2,4.5,18.2,45418
316,2038,102729,25,25,6,22.3,22,6,15.4,43489
316,2039,102730,22,24,6,21.4,20.6,5.1,20.2,44593
316,2041,102731,41,28,16,40.4,24.4,12.8,16.3,42941
316,2043,102732,27,21,7,25.8,18.5,5.7,17.5,42267
316,2047,102734,40,49,15,37.8,33.1,7.8,15.4,39868
316,2049,102735,17,24,5,16.4,20.9,4.6,16.1,42282
316,2051,102736,32,24,6,30.3,21,5.4,17.2,40734
316,2055,102739,34,29,6,33.4,24.8,5.1,15.9,42133
316,2058,102740,22,23,7,21.6,20.7,5.6,16.8,40728
316,2059,102741,32,35,8,32,29.8,7,18.1,40879
316,2061,102742,31,33,9,30.6,31.9,7.5,18.5,41466
316,2064,102744,35,43,7,34.6,36.4,6.2,18.6,39743
316,2065,102745,12,12,4,12,8.7,3.5,18.8,43392
316,2066,102746,42,32,26,39.5,26.6,15.1,16.5,40646
316,2069,102748,27,18,7,25.4,15.4,7,18.8,42913
316,2071,102749,34,46,12,33.6,38.1,10.7,13.4,43897
316,2073,142267,46,36,16,45.8,35.2,14.7,17.5,39700
316,2077,102751,34,25,11,33.4,23.9,10.2,17.8,40893
316,2079,102752,45,29,10,42.4,26.5,8.3,14.5,41841
316,2080,141296,51,20,12,49.6,19.8,11.8,13.4,39395
316,2081,102754,28,29,9,26.2,26.5,8.8,17.5,45076
316,2083,102755,36,32,10,34.7,26.1,8.5,19,42621
316,2088,102757,23,25,4,22.2,21.7,3.4,17.2,38777
316,2089,102758,24,37,8,23.6,32.8,7.7,17,43809
316,2090,102759,27,27,15,25.3,23.8,14.2,17.7,41878
316,2091,102760,29,32,18,28.2,25.9,16.2,16.3,40195
316,2092,102761,32,44,10,28.9,36.8,8.8,18.9,44845
316,2093,102762,48,61,9,43.7,52.1,8.7,19.5,42331
316,2094,102733,52,45,34,48.6,38.4,19.2,17.6,42838
316,2095,102763,53,51,18,49.6,43.6,16.2,18.5,42368
316,2096,130381,49,40,19,47.3,34.5,17.7,19.3,43019
316,2097,130995,45,52,18,45,45.2,16.6,20.3,39989
316,2098,131890,44,24,16,41.4,20.2,14,15.3,39543
316,2099,131613,30,15,7,28.1,13.2,6.4,15,38183
316,2100,131846,33,35,9,33,28.9,8.4,19.7,41993
316,2101,132789,27,32,8,26.6,26.9,7.8,17.6,38611
316,2102,132813,30,24,12,30,19.8,10.2,14.1,40216
316,2104,132812,30,16,7,29.8,14.1,7,14.7,40494
316,3000,102764,17,13,3,16.4,12.2,2.5,19.8,39956
316,3001,102765,18,17,5,17.1,14.3,4.8,17.7,41293
316,3300,102766,13,12,3,12.6,10.7,2.9,18.2,45422
316,3503,102769,27,22,6,25.2,18.5,5.7,16.9,41012
316,3505,141925,27,31,6,24.8,26.9,5.1,18.7,39741
316,3506,141927,12,14,5,11.8,12.9,4.8,19.7,42123
316,3507,102773,14,10,3,13,7.9,2.6,17.9,40828
316,3508,102774,21,15,7,18.4,13.1,6.4,17.1,43439
316,3510,102770,22,25,9,21.4,21.2,5.8,19.6,44868
316,3511,131926,23,32,5,23,29.8,4.3,19.2,35881
316,4000,138403,32,NA,NA,31.3,NA,NA,13.4,36405
316,4001,138196,45,27,12,45,25.1,10.4,13,40485
316,4003,139703,86,74,3,86,73.3,2.4,19.3,43288
316,4004,139834,27,3,9,27,3,8.2,11.6,41149
316,4005,140373,136,72,25,134,64.9,24.4,15,42893
316,4006,141082,11,5,3,11,5,2.4,13.1,43187
316,4008,102775,85,26,25,78.6,25,24.1,13.1,42775
316,4015,102776,99,23,34,92.9,21.4,25.1,14.2,45519
316,4016,102777,59,14,18,57.6,13.8,15.9,12.4,48407
316,4025,102778,106,26,31,102.3,24.1,30.5,13,40886
316,4031,136669,133,18,14,132.8,17.1,13.9,14.1,40274
316,4032,102782,103,31,35,99,25.9,28.7,13.6,45413
316,4033,102783,100,55,32,99.6,48,31.1,14.5,46890
316,4034,102784,66,36,26,65.4,30.6,21.9,12.9,46677
316,4035,102785,75,28,39,73.6,26,34.9,16.2,41769
316,4036,131929,67,34,25,65.9,29.2,23.4,11.5,48565
316,4037,132058,112,23,28,111,22.9,27.3,13.2,41683
316,4600,102786,94,14,38,91.4,12.4,35.4,14.9,48381
316,4601,102787,94,22,26,91,20.7,23.7,13.1,45842
316,5400,136978,70,14,29,69.4,12.3,26,14.4,43396
316,6071,141139,9,18,3,9,18,3,1.9,36239
317,1102,141006,5,1,1,5,1,1,8,33230
317,2000,136934,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
317,2001,137820,20,12,2,20,10.4,2,25.3,33334
317,2002,102795,31,24,15,27.6,15.3,7.4,17.8,40676
317,2012,102798,33,18,5,30.8,16.3,4.8,27.7,35155
317,2014,102799,15,12,5,12.8,10.4,4.3,NA,34291
317,2015,102800,36,30,9,34.8,24.1,8.2,17.4,35582
317,2016,102801,30,14,16,27.8,9.5,12.2,23.6,36754
317,2017,102802,41,26,17,34.8,15.2,14.2,21,39218
317,2021,102805,19,17,6,18.6,9.8,6,23.4,34748
317,2022,102806,22,17,17,20.5,11.9,9.4,23,36891
317,2023,102807,43,22,10,38,15.7,6.9,17.3,38692
317,2025,102808,10,7,6,8.2,4.8,5.9,24.1,43084
317,2030,102811,21,22,5,19.6,17.5,4.5,19.9,39580
317,2031,102812,42,28,29,38.6,20.8,20.1,23.5,41797
317,2038,102819,43,33,17,43,30.1,14.6,22.9,36442
317,2039,102820,36,24,11,33.2,17.2,9.3,21,37314
317,2042,102823,37,24,8,34.4,19.3,5.9,18.8,44894
317,2051,102830,39,47,19,34.6,36.9,16.3,14.5,40329
317,2053,102831,19,16,9,16.3,10.7,5.3,20.7,36639
317,2054,102832,23,18,7,19.6,13,6.9,23.2,41292
317,2055,102833,22,20,6,21.6,14.6,4.9,20.9,37952
317,2056,102834,47,52,8,45.4,48.6,7.6,19.7,38500
317,2057,102835,36,26,10,30.4,18.8,7.2,20,38748
317,2058,102836,28,26,8,27.6,19,7.8,20.6,39100
317,2061,102837,25,17,10,23.3,13.3,8.2,20.3,40139
317,2062,102838,21,24,7,20.6,17.5,5.2,23,37921
317,2063,102839,38,28,9,31.9,23.1,7.9,22.6,34246
317,2066,102840,38,31,14,34.6,24.6,12.3,22.5,39280
317,2069,131013,36,29,11,30.4,20,9.9,21.9,38341
317,2070,131305,31,22,9,29.6,18.7,8,20,36177
317,2071,131304,49,30,17,45.8,19.8,14.6,18.8,36850
317,2072,131847,51,57,12,47.4,39.1,10.1,22.8,39135
317,2073,131930,47,21,13,41.5,13.7,12.4,19,37412
317,3300,102841,13,10,7,11.4,5.2,4.4,20,39878
317,3500,102842,23,24,10,19.2,14.5,6.8,22.9,39373
317,3504,102843,24,12,6,19.8,7.8,5.1,21.8,39205
317,3505,102844,25,12,23,23.1,7.3,14.2,20,36511
317,3506,102845,22,15,4,20.3,11,3.6,21.9,40106
317,3507,140295,23,18,8,22.3,14.3,7.2,19.6,35417
317,3509,102847,17,14,8,13.1,9.7,5.7,23,38651
317,3513,102848,26,25,6,19.8,18.6,4.9,22.2,39124
317,3514,131682,27,6,21,21.8,4,16.6,20.6,39526
317,3516,133931,19,16,5,16.9,10.9,3.4,21.2,40811
317,3517,133932,17,20,4,13.3,10.8,4,22.8,40868
317,3519,133934,32,14,17,32,11.1,13.8,20.9,34251
317,3520,133935,20,3,5,20,2.5,4.3,23.4,33129
317,3521,133936,22,17,9,19.7,12.9,7.1,21.7,42115
317,3523,133938,16,18,4,13.8,11.8,3.2,22.5,39419
317,3524,133939,20,6,6,16.4,5.5,5.3,24.1,42160
317,3527,127046,37,25,8,31.6,16.4,7.2,22.4,39317
317,3528,131625,50,38,21,46.2,24.3,18.5,19.7,38093
317,3529,131628,38,24,16,37.6,21.2,15.8,18.1,34520
317,4000,137692,80,17,22,75.7,11.9,19.7,11.7,37052
317,4001,138518,62,16,18,61.3,14.7,15,14.6,39034
317,4006,102849,78,31,28,71.7,20.5,21.6,16.1,41065
317,4007,102850,64,3,22,53.5,1.6,19.6,17.5,42550
317,4021,102851,98,29,37,94.4,20.5,34.5,16,41438
317,4025,102852,56,1,21,49.7,1,18.6,18.2,41479
317,4027,140475,199,44,44,193.6,36.7,42.6,13.8,41052
