ALPHAIND	LEA	ESTAB	URN	SCHNAME	SCHNAME_AC	NFTYPE	TABKS2	PTPRIORLO	PTPRIORAV	PTPRIORHI	PTL2BASICS_LL_PTQ_EE	PTEBACC_15_PTQ_EE	PTL2BASICS_3YR_PTQ_EE	PTAC5EM_PTQ_EE	ATT8SCR	ATT8SCRENG	ATT8SCRMAT	ATT8SCREBAC	ATT8SCROPENG	ATT8SCR_LO	ATT8SCR_AV	ATT8SCR_HI	ATT8SCR_15
19474	210	6394	134573	The From Boyhood To Manhood Foundation	 	IND	0	NP	NP	NP	SUPP	NA	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	NP	NP	NP	NA
22688	210	6907	131747	Harris Academy Bermondsey	 	AC	0	0.15	0.62	0.23	0.61	0.27	0.57	0.56	51.1	11.7	9.3	14.6	14	37.8	49.7	65.9	NA
34040	304	4000	140862	Michaela Community School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
36346	304	5407	101564	Newman Catholic College	 	VA	0	0.33	0.4	0.26	0.54	0.12	0.49	0.5	43.8	8.3	9	11.2	10.4	31.4	47.9	59.8	41.7
41324	304	5410	139319	Preston Manor School	 	ACC	1	0.23	0.44	0.32	0.58	0.46	0.62	0.51	50.6	10.4	10.2	14.6	14.8	32.6	50.6	64.1	54.2
42002	304	5403	138609	Queens Park Community School	 	ACC	0	0.18	0.56	0.26	0.73	0.11	0.64	0.66	52.7	11	10.7	15.6	15.4	33.3	52.9	68.3	NA
47118	304	5406	101563	St Gregory's Catholic Science College	St Gregory's Catholic Science College	VA	0	0.14	0.52	0.34	0.82	0.54	0.79	0.7	56.4	11.4	11.1	16.5	16.2	46.5	53.7	64.9	NA
56518	304	6074	101578	The Swaminarayan School	 	IND	0	NP	NP	NP	0.97	0.03	0.98	0.95	60.9	13.4	13.2	14.1	20.2	NP	NP	NP	NA
60524	304	4006	138457	Wembley High Technology College	 	ACC	1	0.14	0.5	0.36	0.66	0.59	0.79	0.65	59.6	10.3	12	17.5	10.9	42.6	57.3	69.7	NA
3222	305	6000	101680	Babington House School	 	IND	0	NP	NP	NP	0.87	0.38	0.9	0.87	55.9	11.7	11.7	15.4	17.1	NP	NP	NP	NA
5500	305	6003	101683	Bishop Challoner School	 	IND	0	NP	NP	NP	0.78	0.24	0.77	0.7	59.2	12.3	11.6	17.8	17.5	NP	NP	NP	NA
5540	305	4604	136466	Bishop Justus CofE School	 	ACC	0	0.1	0.59	0.3	0.73	0.34	0.69	0.65	53.6	11.1	10.7	14.7	16	36.9	52.2	62	NA
7886	305	6073	101692	Bromley High School	 	IND	0	NP	NP	NP	0.0	0.44	0.64	0.0	46.1	6.5	0.1	20.3	19.1	NP	NP	NP	NA
8474	305	5400	136709	Bullers Wood School	 	ACC	0	0.09	0.41	0.5	0.83	0.54	0.79	0.81	58	12.2	11.3	17	17.5	38.4	52.6	66.2	NA
10538	305	5409	136545	Charles Darwin School	 	ACC	0	0.21	0.55	0.25	0.66	0.23	0.63	0.57	49.9	10.6	9.9	13.4	11.1	34.6	50.9	61.9	NA
11284	305	5408	136467	Chislehurst School for Girls	 	ACC	0	0.1	0.62	0.28	0.68	0.23	0.67	0.62	50	11.2	9.9	12.1	10.8	28.5	47.6	63.5	NA
12922	305	5401	136464	Coopers School	 	ACC	0	0.12	0.58	0.3	0.64	0.24	0.56	0.55	49.2	11	9.6	13.7	13.5	28.4	47.6	60.5	NA
14418	305	5418	136355	Darrick Wood School	 	ACC	0	0.09	0.55	0.37	0.82	0.48	0.76	0.77	57.3	11.5	11.1	15.7	12.1	35.9	54.2	66.8	NA
14468	305	6077	101695	Darul Uloom London	 	IND	0	NP	NP	NP	0.8	0.42	0.61	0.8	59.7	10.4	13.2	19.5	16.6	NP	NP	NP	NA
17174	305	6074	101693	Eltham College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	31.4	0	0	20.6	8.3	NP	NP	NP	NA
18154	305	6007	101685	Farringtons School	 	IND	0	NP	NP	NP	0.0	0.0	0.18	0.0	35.5	0	11.2	9.8	9.4	NP	NP	NP	NA
27550	330	4301	103522	John Willmott School	 	CY	0	0.25	0.55	0.2	0.48	0.08	0.5	0.41	45.6	11.1	8.3	10.6	10.3	31	47.5	58.1	NA
28192	330	6017	141242	Kimichi School	 	IND	0	NP	NP	NP	SUPP	NA	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	NP	NP	NP	NA
28262	330	5408	137043	King Edward VI Aston School	 	ACC	0	0.0	0.03	0.97	0.99	0.0	0.99	0.99	69.6	13.3	14.4	21.8	13.6	NE	SUPP	70.4	NA
28264	330	5407	137045	King Edward VI Camp Hill School for Boys	 	ACC	0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	77.4	15.5	15.7	23.6	11.7	NE	NE	77.3	NA
28266	330	5406	137044	King Edward VI Camp Hill School for Girls	 	ACC	0	0.0	0.0	1.0	1.0	0.9	1.0	1.0	74.9	15.1	14.7	22.7	22.1	NE	NE	74.9	NA
28276	330	5405	137046	King Edward VI Five Ways School	 	ACC	0	0.0	0.01	0.99	1.0	0.86	1.0	0.99	73.6	14.9	14.9	22.2	21.5	NE	SUPP	74	NA
28282	330	5404	137047	King Edward VI Handsworth School	 	ACC	0	0.0	0.02	0.98	1.0	0.95	0.99	1.0	71.8	14.6	14.4	21.8	21	NE	SUPP	72.1	NA
28286	330	6077	103585	King Edward VI High School for Girls	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	41.9	0.1	0	23.2	8.5	NP	NP	NP	NA
28298	330	6906	136152	King Edward VI Sheldon Heath Academy	 	AC	0	0.25	0.59	0.17	0.6	0.39	0.59	0.58	49.9	10.6	9.8	14.6	13.6	38.6	51.2	62.5	48.6
28310	330	6076	103584	King Edward's School	 	IND	0	NP	NP	NP	0.19	0.0	0.06	0.0	37.4	7.3	3	17.2	9.2	NP	NP	NP	NA
28366	330	4020	141943	King Solomon International Business School	 	F	1					NA			 	 	 	 	 	 	 	 	NA
28482	330	4063	103486	Kings Heath Boys	 	CY	0	0.22	0.54	0.24	0.61	0.07	0.57	0.57	48.9	9.4	10.1	12.8	9.3	38.8	50.9	54.8	NA
28550	330	5415	103562	King's Norton Boys' School	 	FD	0	0.17	0.53	0.3	0.68	0.18	0.65	0.66	52.3	11	10.2	15.2	14.6	36	52	62.7	NA
28552	330	5414	136590	Kings Norton Girls' School	 	ACC	0	0.09	0.49	0.42	0.83	0.41	0.78	0.77	59.5	12.9	11.3	16.8	17.4	32	56.7	68.9	NA
31682	330	4057	139157	Lordswood Boys' School	 	ACC	0	0.31	0.53	0.16	0.35	0.03	0.26	0.31	38.9	8.1	7.9	10.3	9.5	22.8	41.3	60.5	NA
31684	330	4060	136592	Lordswood Girls' School and Sixth Form Centre	 	ACC	0	0.19	0.58	0.22	0.68	0.32	0.68	0.68	53.9	10.8	10.2	14.5	12.3	29.8	56.3	67.8	NA
32524	330	6079	103587	Mander Portman Woodward Independent College	 	IND	0	NP	NP	NP	0.33	SUPP	0.47	0.33	44.1	8.9	9.8	12.7	12.1	NP	NP	NP	NA
35136	330	4245	103519	Moseley School	 	FD	0	0.27	0.59	0.15	0.44	0.14	0.51	0.4	45.9	9.7	8.4	13.2	12.3	34.4	50	57.4	NA
36544	330	5411	136406	Ninestiles, an Academy	 	ACC	0	0.18	0.51	0.31	0.57	0.28	0.6	0.53	48.7	10.4	9.3	12.4	10.5	26.5	50	59.5	NA
36552	330	4004	138586	Nishkam High School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
36734	330	6909	136032	North Birmingham Academy	 	AC	0	0.29	0.54	0.17	0.41	0.06	0.33	0.34	42.8	9.6	7.7	10.4	9.4	28.7	47.2	57.2	NA
38688	330	6018	142115	Oscott Academy	 	IND	0	NP	NP	NP	0.0	NA	0.0	0.0	0.9	0.3	0.6	0	0	NP	NP	NP	NA
40434	330	4002	138200	Perry Beeches II The Free School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
40436	330	4011	139797	Perry Beeches III the Free School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
5990	353	4608	136432	Blessed John Henry Newman Roman Catholic College	 	VA	0	0.19	0.55	0.26	0.58	0.13	0.61	0.5	46.9	10.1	9.7	11.6	11.1	31.1	45.9	62.8	NA
6078	353	4600	137133	The Blue Coat CofE School	 	ACC	0	0.09	0.45	0.46	0.81	0.35	0.79	0.78	58.2	11.8	11.3	16.7	18.3	29.7	56	66.7	NA
12502	353	4000	139970	Collective Spirit Free School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
13812	353	4605	137294	The Crompton House Church of England Academy	 	ACC	0	0.11	0.32	0.57	0.77	0.18	0.76	0.75	56.6	11.3	11.2	15.7	16.6	28.6	49.9	65.7	NA
14458	353	6001	138568	Darul Hadis Latifiah Northwest	 	IND	0	NP	NP	NP	0.4	0.0	0.46	0.3	43.5	9.4	8.6	13.9	11.6	NP	NP	NP	NA
17800	353	4023	105735	Failsworth School	 	FD	0	0.12	0.57	0.31	0.52	0.1	0.47	0.46	45.2	9.7	9.1	11	11.8	30.6	41.9	56.6	NA
21212	353	4002	140542	Greater Manchester Sustainable Engineering UTC	 	FUTC	0	0.29	0.58	0.13	0.0	NA	0.0	0.0	20.1	4.4	5.4	6.6	3	10.5	22.7	27.9	NA
23098	353	4011	137039	The Hathershaw College	 	ACC	0	0.29	0.51	0.21	0.6	0.19	0.58	0.56	49	10.1	9.2	14.3	10.8	35.6	52.2	62.1	NA
36774	353	4027	141248	North Chadderton School	 	ACC	0	0.13	0.57	0.3	0.69	0.07	0.71	0.65	49.5	11.3	9.9	12.2	15.2	28	47	62.9	NA
38024	353	6905	136027	Oasis Academy Oldham	 	AC	0	0.23	0.58	0.19	0.4	0.05	0.36	0.35	34.7	7.5	7.7	7.9	8.4	17.5	36.7	53.1	NA
38290	353	6906	136115	The Oldham Academy North	 	AC	0	0.34	0.57	0.09	0.46	0.06	0.49	0.36	45.7	9.3	8.9	11.9	11	37.5	49.9	60.4	NA
38294	353	6012	105745	Oldham Hulme Grammar School	 	IND	0	NP	NP	NP	0.0	0.5	0.68	0.0	51.6	0	13	19.7	18.9	NP	NP	NP	NA
42174	353	4028	105738	The Radclyffe School	 	FD	0	0.21	0.58	0.22	0.56	0.08	0.47	0.47	46	10.9	8.9	9.6	15.2	29.4	46.8	60.2	NA
44400	353	4022	105734	Royton and Crompton School	 	FD	0	0.16	0.61	0.22	0.49	0.13	0.51	0.44	44.2	9.7	9.1	11.3	11.1	25.2	44	58.2	NA
44862	353	4026	105736	Saddleworth School	 	CY	0	0.11	0.51	0.38	0.69	0.24	0.67	0.64	52.6	10.9	10.6	14.5	15.6	23.5	51.3	63.4	NA
60104	353	6907	136148	Waterhead Academy	 	AC	0	0.21	0.59	0.2	0.47	0.11	0.38	0.45	40.3	8.7	8.4	11	10.5	24.5	40.1	57	NA
61380	353	6000	137822	Westwood High	 	IND	0	NP	NP	NP	1.0	NA	1.0	0.69	61.2	11.8	11.4	18.8	19.2	NP	NP	NP	NA
15288	371	4029	137472	Don Valley Academy and Performing Arts College	 	ACC	0	0.18	0.63	0.19	0.58	0.13	0.48	0.56	47.4	9.5	8.4	11.8	7	27	48.6	62.8	NA
22104	371	4062	137842	Hall Cross Academy	 	ACC	0	0.2	0.54	0.27	0.58	0.08	0.56	0.57	47.3	9.4	9.6	13.2	12.6	27.6	49.3	65.7	NA
23342	371	5400	136672	The Hayfield School	 	ACC	0	0.15	0.53	0.33	0.7	0.35	0.75	0.69	52.4	10.9	10.6	14.3	15.4	32.6	49.7	65	55.4
24666	371	6000	106812	Hill House School	 	IND	0	NP	NP	NP	0.93	0.6	0.92	0.9	62.5	12.7	12.4	18	19.4	NP	NP	NP	NA
26352	371	4040	137899	Hungerhill School	 	ACC	0	0.13	0.57	0.3	0.81	0.07	0.74	0.76	54.5	11.7	10.8	14.4	13.2	34.3	52.9	66.7	NA
33448	371	4606	140865	The McAuley Catholic High School	 	ACC	0	0.1	0.57	0.32	0.57	0.29	0.6	0.54	51.5	10.9	9.6	14.4	15.1	30	48.6	64	NA
34006	371	4004	141354	Mexborough Academy	 	AC	0	0.23	0.54	0.23	0.47	NA	0.47	0.37	36.2	8.7	7.5	9.2	10.2	15.4	38	52.1	NA
39164	371	6907	135963	Outwood Academy Adwick	 	AC	0	0.27	0.52	0.22	0.63	0.08	0.63	0.59	48.2	9.4	9.5	12.8	9.8	32.2	50.4	63.5	NA
43280	371	4033	137603	Ridgewood School	 	ACC	0	0.08	0.48	0.44	0.76	0.11	0.72	0.71	53.2	10.9	11.1	14.8	13.3	25.8	50.5	61.9	NA
44100	371	4608	136675	Rossington All Saints Academy	 	AC	0	0.27	0.51	0.23	0.64	0.11	0.63	0.6	51.5	10.5	9.8	13.3	7.4	36.2	52.5	67	NA
53758	371	4031	139301	Sir Thomas Wharton Community College	 	ACC	0	0.13	0.57	0.31	0.48	0.19	0.47	0.42	44.7	10.1	8.8	11.4	12.2	25.2	42.4	58.1	NA
58350	371	6905	135007	Trinity Academy	 	AC	0	0.15	0.54	0.31	0.68	0.3	0.6	0.62	48.6	11.1	9.5	11.7	10.7	29.7	47.8	59.9	NA
64118	371	4003	140964	XP School	 	F	0					NA			 	 	 	 	 	 	 	 	NA
2876	372	4021	136718	Aston Academy	 	ACC	0	0.13	0.55	0.32	0.71	0.35	0.72	0.66	52.9	10.5	10.6	14.3	11.1	36.8	50.1	64.5	NA
7464	372	4024	136301	Brinsworth Academy	 	ACC	0	0.19	0.54	0.26	0.58	0.13	0.54	0.56	48.1	9.5	10.1	13.8	14	30.3	47.4	62.2	NA
7520	803	4001	139669	Bristol Technology and Engineering Academy	 	FUTC	0	0.16	0.47	0.38	0.67	0.01	0.51	0.61	48.9	10.4	10.3	13.6	8.7	33.7	46.3	58.9	NA
9884	803	4120	139348	The Castle School	 	ACC	0	0.13	0.51	0.36	0.67	0.44	0.7	0.64	52	10.5	10	14.7	15.6	26.1	51	64	NA
11266	803	4502	109324	Chipping Sodbury School	 	FD	0	0.16	0.56	0.28	0.62	0.21	0.59	0.56	49.1	10	10.5	13.5	14.5	28	48.3	63.5	NA
15080	803	4007	142079	Digitech Studio School	 	FSS	0					NA			 	 	 	 	 	 	 	 	NA
15498	803	4148	139345	Downend School	 	ACC	0	0.19	0.57	0.24	0.54	0.17	0.53	0.46	45.1	9.3	9.1	13.1	12.1	26.7	43.7	63.9	NA
22408	803	4002	141042	Hanham Woods Academy	 	AC	0	0.19	0.59	0.22	0.49	0.11	0.54	0.43	41.4	9.4	8.4	10.7	11.3	28.8	41.5	58	NA
27358	803	6906	135295	John Cabot Academy	 	AC	0	0.22	0.51	0.28	0.73	0.2	0.72	0.6	50.2	10.9	10.4	13.2	13.8	36.6	48.6	64.2	NA
28560	803	4003	137106	King's Oak Academy	 	AC	1	0.14	0.62	0.24	0.47	0.0	0.49	0.42	45.9	9.6	9.1	12.4	9.4	34.5	43.1	59.1	NA
32554	803	4006	142008	Mangotsfield School	 	AC	0	0.15	0.59	0.27	0.61	NA	0.61	0.54	48.9	10.3	9.7	13.8	13.6	34.2	47.4	60.3	NA
33070	803	4004	141341	Marlwood School	 	AC	0	0.15	0.46	0.39	0.59	NA	0.59	0.56	48.6	10.2	10.3	13.5	11.2	31.2	45	59.6	NA
40000	803	4117	140288	Patchway Community College	 	ACC	0	0.18	0.72	0.1	0.58	0.09	0.46	0.5	45.8	10.3	8.4	12.2	12.7	32.3	47.6	60.1	NA
43286	803	6908	135944	The Ridings Federation Winterbourne International Academy	 	AC	0	0.09	0.44	0.47	0.77	0.26	0.7	0.73	54.6	11.9	11.1	14.8	16.2	31	51.2	62.6	NA
43288	803	6907	135943	The Ridings Federation Yate International Academy	 	AC	1	0.28	0.63	0.09	0.47	0.12	0.45	0.43	41.9	9.6	8.1	10.9	11.1	27.7	46.4	53.7	NA
53640	803	4005	141665	Sir Bernard Lovell Academy	 	AC	0	0.12	0.6	0.28	0.48	NA	0.48	0.45	45.4	10.6	8.7	12.2	9.9	28.2	42.6	59.1	NA
15984	805	4001	139405	Dyke House Sports and Technology College	 	AC	0	0.21	0.62	0.17	0.43	0.29	0.56	0.36	48.5	9.7	8.1	12.1	4.8	36.5	48.4	62.5	NA
17408	805	4603	140867	The English Martyrs School and Sixth Form College	 	ACC	0	0.09	0.55	0.36	0.64	0.2	0.63	0.56	51.5	10.4	10.1	14	14.4	35	48	60.7	NA
18326	835	4022	113854	Ferndown Upper School	 	CY	0	0.23	0.48	0.3	0.69	0.12	0.59	0.61	48.4	10.3	9.8	12.4	11.2	28.1	51.3	60.2	NA
20116	835	4503	113882	Gillingham School	 	VC	0	0.15	0.5	0.35	0.69	0.46	0.67	0.65	51.8	11.1	10.1	15.1	15.5	33.6	49.1	63.5	NA
20850	835	4004	141378	The Grange School	 	AC	0	0.24	0.56	0.2	0.56	NA	0.56	0.46	43.6	10	9.2	10.7	7	29.6	44	59	NA
21806	835	4512	138471	The Gryphon School	 	ACC	0	0.11	0.53	0.35	0.71	0.42	0.7	0.65	54.5	11	10.7	15.8	14.2	34.2	51.8	63.7	NA
22818	835	6038	141138	Harrow House International College	 	IND	0	NP	NP	NP	SUPP	NA	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	NP	NP	NP	NA
24422	835	5406	136763	Highcliffe School	 	ACC	0	0.1	0.51	0.39	0.68	0.25	0.66	0.62	53.1	11.7	10.4	14.2	15	34.8	48.6	64.1	NA
27068	835	4000	138388	Isle of Portland Aldridge Community Academy	 	AC	1	0.23	0.56	0.21	0.37	0.2	0.41	0.25	39.8	9	8.1	10.3	10.5	24.2	40.2	54.5	NA
30574	835	6025	113920	Leweston School	 	IND	0	NP	NP	NP	0.75	0.47	0.64	0.58	54.2	11.4	10.3	15.8	16.7	NP	NP	NP	NA
32156	835	4035	113863	Lytchett Minster School	 	FD	0	0.13	0.61	0.26	0.66	0.22	0.61	0.62	51.2	11	10	14	14.2	31.6	49.1	64.9	NA
34418	835	6015	113932	Milton Abbey School	 	IND	0	NP	NP	NP	0.46	0.03	0.25	0.26	43.4	9.2	9.7	12.2	10.8	NP	NP	NP	NA
41728	835	4024	113855	The Purbeck School	 	CY	0	0.24	0.53	0.23	0.62	0.2	0.56	0.56	50.1	10.9	9.4	14	11.5	38.5	50.8	62	49.2
41930	835	4504	141526	Queen Elizabeth's School	 	ACC	0	0.18	0.55	0.28	0.61	0.29	0.61	0.55	49.7	10.7	9.7	14.1	13.8	32.1	49.5	61.3	50.3
43334	835	6022	113943	Ringwood Waldorf School	 	IND	0	NP	NP	NP	0.0	NA	0.0	0.0	5.3	0	5.3	0	0	NP	NP	NP	NA
49820	835	6003	126515	St Mary's School	 	IND	0	NP	NP	NP	0.91	0.0	0.22	0.0	54.2	6.8	11.7	18.2	17.4	NP	NP	NP	NA
52844	835	4511	140898	Shaftesbury School	 	ACC	0	0.19	0.53	0.28	0.63	0.08	0.59	0.55	50.7	10.7	9.8	14.9	15.3	34.9	49.8	62.1	NA
53120	835	6030	113948	Sherborne International	 	IND	0	NP	NP	NP	0.23	0.0	0.07	0.0	29.2	1.5	12.1	12.2	3	NP	NP	NP	NA
53130	835	6006	113918	Sherborne School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	37.6	6.5	0	15.7	14.5	NP	NP	NP	NA
53134	835	6024	113919	Sherborne School for Girls	 	IND	0	NP	NP	NP	0.19	0.0	0.07	0.0	43.5	6.8	3	20	9.5	NP	NP	NP	NA
53696	835	4002	141735	The Sir John Colfox School	 	ACC	0	0.17	0.54	0.3	0.6	0.4	0.63	0.53	50.4	10.9	9.4	15	13.9	34.6	48.4	62.9	NA
56140	835	4179	113875	Sturminster Newton High School	 	CY	0	0.19	0.54	0.28	0.56	0.16	0.54	0.46	47	9.6	9.9	12.9	13.1	24.6	46.6	63.8	NA
56538	835	4001	139376	The Swanage School	 	F	0	0.15	0.76	0.09	0.62	NA	0.62	0.44	50.5	11.3	9.4	14.6	15.2	SUPP	52.3	SUPP	NA
57306	835	4615	137163	The Thomas Hardye School	 	ACC	0	0.15	0.5	0.35	0.77	0.37	0.7	0.73	55.7	11.8	10.6	15.5	17.4	32.6	54.1	67.7	NA
58748	835	4177	136649	Twynham School	 	ACC	0	0.13	0.57	0.3	0.77	0.3	0.77	0.71	53.6	11.3	10.5	15.1	14.8	34.9	51.7	65.5	NA
61434	835	4187	138616	The Wey Valley School	 	ACC	0	0.2	0.53	0.26	0.5	0.14	0.49	0.45	45.5	9.8	8.8	13.2	12.8	30.5	45.5	58.5	NA
19600	868	4055	137740	Furze Platt Senior School	 	ACC	0	0.11	0.55	0.34	0.74	0.23	0.68	0.68	55.3	11.7	11.2	16.2	16.1	35.2	51.4	68.9	NA
21316	868	6022	141225	The Green Room	 	IND	0	NP	NP	NP	0.0	NA	0.0	0.0	14.7	5.3	6	2.3	1.1	NP	NP	NP	NA
25714	868	4001	139971	Holyport College	 	F	0					NA			 	 	 	 	 	 	 	 	NA
26466	868	6012	110150	Hurst Lodge School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	27	8.8	0	4.4	13.3	NP	NP	NP	NA
32944	868	6013	110152	Marist Senior School	 	IND	0	NP	NP	NP	0.97	0.68	0.98	0.97	69	14.2	13.5	20.3	21	NP	NP	NP	NA
36306	868	4036	110051	Newlands Girls' School	Newlands Girls' School	CY	0	0.09	0.5	0.41	0.88	0.55	0.79	0.82	58.5	12.1	11.4	17.3	17.7	33.2	55.6	67.6	55.9
42852	868	6018	110167	Redroofs School for the Performing Arts	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	32.3	0	9.8	10.6	11.8	NP	NP	NP	NA
46992	868	6001	110119	St George's School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	39.1	0	0	19.5	19.5	NP	NP	NP	NA
49832	868	6002	110120	St Mary's School Ascot	 	IND	0	NP	NP	NP	1.0	0.0	0.32	0.0	58.8	7.5	14.5	20	16.7	NP	NP	NP	NA
62690	868	4044	141844	The Windsor Boys' School	 	ACC	0	0.2	0.53	0.27	0.68	0.32	0.65	0.59	52.3	11.3	10.7	14.6	14.3	33.7	51.4	65.4	NA
62698	868	4046	141852	Windsor Girls' School	 	ACC	0	0.14	0.6	0.27	0.73	0.34	0.68	0.66	51.5	10.9	10	14.6	13.7	33.6	50.3	64.2	NA
6704	869	6000	110121	Bradfield College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	36.1	6.2	0	18.4	10.8	NP	NP	NP	NA
14860	869	5404	137777	Denefield School	 	ACC	0	0.19	0.56	0.25	0.6	0.31	0.56	0.54	48.6	10.7	9.2	13.7	13.7	30	48.7	63.7	50.3
15492	869	6002	110123	Downe House	 	IND	0	NP	NP	NP	0.1	0.0	0.04	0.0	36.4	7.1	1.4	16.3	10.7	NP	NP	NP	NA
15550	869	5406	110102	The Downs School	 	FD	0	0.11	0.51	0.38	0.74	0.38	0.7	0.69	57.2	12.2	10.7	16.8	13.9	33.7	53.9	68	NA
27840	869	4042	136647	Kennet School	 	ACC	0	0.18	0.53	0.29	0.75	0.39	0.73	0.66	54.5	11.2	11.2	15.3	15.5	36.7	52.9	67.4	NA
31094	869	4052	110063	Little Heath School	 	VA	0	0.11	0.56	0.33	0.62	0.21	0.62	0.58	51.8	10.6	10.2	15.1	14	29.6	48.2	65.6	NA
36172	869	8001	130602	Newbury College	 	FESI	0	0.48	0.43	0.1	0.0	NA	0.0	0.0	6.5	0.8	1.3	1.6	2.2	3.6	8.1	SUPP	NA
36174	869	6016	135819	Newbury Hall School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	16.8	0	10.2	3.8	2.8	NP	NP	NP	NA
39406	869	6009	110169	Padworth College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	5.3	0	0	3.9	1.4	NP	NP	NP	NA
39488	869	6005	110132	Pangbourne College	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	29.5	0	0	16.2	13.3	NP	NP	NP	NA
23958	884	6905	135662	The Hereford Academy	 	AC	0	0.21	0.57	0.22	0.38	0.01	0.39	0.35	41	8.9	8.1	10.1	10.6	26.1	41.2	54.8	NA
23962	884	6004	117036	Hereford Cathedral School	 	IND	0	NP	NP	NP	0.91	0.0	0.29	0.0	57	6.4	12.7	19.9	18	NP	NP	NP	NA
27448	884	4428	136399	John Kyrle High School and Sixth Form Centre Academy	 	ACC	0	0.22	0.48	0.29	0.68	0.33	0.68	0.65	50.9	10.5	10	14.5	12.2	32	50.8	64.4	NA
27462	884	4058	136803	John Masefield High School	 	ACC	0	0.11	0.57	0.32	0.66	0.4	0.67	0.62	52.3	11.4	10.3	15.4	12.9	28.7	48.4	66.3	52.3
28884	884	4021	137073	Kingstone High School	 	ACC	0	0.21	0.56	0.23	0.75	0.13	0.63	0.69	49.9	11.8	10.7	13.2	13.7	26.8	52.6	64.1	NA
29406	884	4022	137608	Lady Hawkins' School	 	ACC	0	0.16	0.54	0.3	0.64	0.38	0.61	0.64	50.4	10.5	10.5	14.9	14.5	36.6	47.4	59.5	NA
31918	884	6007	117045	Lucton School	 	IND	0	NP	NP	NP	0.57	0.0	0.58	0.57	47.8	10.6	9.9	15.6	11.8	NP	NP	NP	NA
41886	884	4004	137703	Queen Elizabeth Humanities College	 	ACC	0	0.21	0.5	0.29	0.46	0.17	0.5	0.42	51.6	10.8	9.4	14.5	12.5	35.2	51.1	66.1	NA
43630	884	4000	139895	Robert Owen Academy	 	F	0	0.53	0.42	0.05	0.11	0.0	0.17	0.0	22.4	6	6.1	3.4	6.5	16.6	28.9	SUPP	NA
49724	884	4601	116992	St Mary's RC High School	 	VA	0	0.12	0.5	0.39	0.85	0.27	0.84	0.82	59.5	13.5	11.6	16.5	17.7	44.4	55.8	69.4	57.7
55482	884	6906	135672	The Steiner Academy Hereford	 	AC	1	0.52	0.43	0.05	0.64	SUPP	0.69	0.52	47	12.2	9.7	12.2	11.6	42.5	52.7	SUPP	NA
60570	884	4045	116952	Weobley High School	 	CY	0	0.12	0.7	0.18	0.61	0.34	0.57	0.58	52.3	10.7	10.4	14.9	15.3	26.8	51.4	67.6	NA
61706	884	4014	139189	Whitecross Hereford	 	ACC	0	0.25	0.53	0.23	0.64	0.12	0.52	0.53	49.5	10.2	10.2	14.1	13.5	35.1	49.8	66.1	NA
62072	884	4046	136405	Wigmore School	 	ACC	0	0.12	0.57	0.3	0.66	0.23	0.76	0.61	49	11.3	10.1	11.6	16	28	44.9	66.2	NA
54	885	6026	117035	Abbey College in Malvern	 	IND	0	NP	NP	NP	0.0	SUPP	0.0	0.0	20.8	0	7.4	4.5	8.9	NP	NP	NP	NA
2442	885	4008	138505	Arrow Vale RSA Academy	 	AC	0	0.3	0.56	0.14	0.63	0.17	0.55	0.6	48.6	9.8	9.8	13.1	12	36.9	51.8	62.9	NA
3982	885	4007	138660	Baxter College	 	ACC	0	0.27	0.53	0.21	0.45	0.08	0.42	0.4	44.6	9.6	8.6	11	8.7	25.6	47.1	63	NA
22702	210	6906	134225	Harris Academy Peckham	 	AC	0	0.33	0.58	0.09	0.52	0.06	0.52	0.45	45.6	9.7	8.8	12.6	11.3	31.7	50.9	64.7	NA
22716	210	6913	135816	Harris Boys' Academy East Dulwich	 	AC	0	0.16	0.63	0.21	0.69	0.29	0.71	0.63	54.4	10.7	10.7	14.8	6.1	44.1	52.2	66.7	NA
22732	210	6908	132711	Harris Girls' Academy East Dulwich	 	AC	0	0.18	0.61	0.21	0.8	0.31	0.72	0.75	58.3	11.8	11	16.5	14.8	49	57.1	67.8	NA
