DFE_NUMBER,URN,COHORT,OVERALL,EDUCATION,HE,TOP_3RD,OXBRIDGE,RUSSELL,OTHERHE,FE,OTHER_EDU,EMPLOYMENT,NOT_SUSTAINED,NOT_CAPTURED,APPREN,GAP,OVERALLPER,EDUCATIONPER,HEPER,TOP_3RDPER,OXBRIDGEPER,RUSSELLPER,OTHERHEPER,FEPER,OTHER_EDUPER,EMPLOYMENTPER,NOT_SUSTAINEDPER,NOT_CAPTUREDPER,APPRENPER,GAPPER
8604183,137553,42,39,32,26,11,SUPP,8,15,3,3,7,SUPP,SUPP,3,SUPP,93%,76%,62%,26%,SUPP,19%,36%,7%,7%,17%,SUPP,SUPP,7%,SUPP
8604500,124449,60,54,39,38,8,0,4,30,SUPP,SUPP,15,SUPP,SUPP,5,3,90%,65%,63%,13%,0%,7%,50%,SUPP,SUPP,25%,SUPP,SUPP,8%,5%
8604607,124455,56,52,45,44,16,0,9,28,SUPP,SUPP,7,SUPP,SUPP,0,SUPP,93%,80%,79%,29%,0%,16%,50%,SUPP,SUPP,13%,SUPP,SUPP,0%,SUPP
8604610,138729,162,149,111,92,29,0,19,63,15,4,38,10,3,14,4,92%,69%,57%,18%,0%,12%,39%,9%,2%,23%,6%,2%,9%,2%
8604710,124459,44,42,33,24,7,0,4,17,SUPP,SUPP,9,SUPP,SUPP,5,SUPP,95%,75%,55%,16%,0%,9%,39%,SUPP,SUPP,20%,SUPP,SUPP,11%,SUPP
8604713,140802,61,57,53,43,20,SUPP,9,23,3,7,4,SUPP,SUPP,SUPP,SUPP,93%,87%,70%,33%,SUPP,15%,38%,5%,11%,7%,SUPP,SUPP,SUPP,SUPP
8604903,133104,162,149,111,92,29,0,19,63,15,4,38,10,3,14,4,92%,69%,57%,18%,0%,12%,39%,9%,2%,23%,6%,2%,9%,2%
8605401,137384,85,78,61,49,12,0,7,37,SUPP,SUPP,17,SUPP,SUPP,6,3,92%,72%,58%,14%,0%,8%,44%,SUPP,SUPP,20%,SUPP,SUPP,7%,4%
8605402,124467,11,10,5,4,0,0,0,4,SUPP,SUPP,5,SUPP,SUPP,0,SUPP,91%,45%,36%,0%,0%,0%,36%,SUPP,SUPP,45%,SUPP,SUPP,0%,SUPP
8605403,124468,62,58,49,43,8,0,6,35,3,3,9,SUPP,SUPP,3,3,94%,79%,69%,13%,0%,10%,56%,5%,5%,15%,SUPP,SUPP,5%,5%
8605404,136886,68,65,54,49,22,0,7,27,5,0,11,SUPP,SUPP,6,3,96%,79%,72%,32%,0%,10%,40%,7%,0%,16%,SUPP,SUPP,9%,4%
8606906,139234,60,54,46,39,7,0,6,32,7,0,8,SUPP,SUPP,10,SUPP,90%,77%,65%,12%,0%,10%,53%,12%,0%,13%,SUPP,SUPP,17%,SUPP
8608007,130809,478,411,233,160,13,0,6,147,73,0,178,53,14,49,4,86%,49%,33%,3%,0%,1%,31%,15%,0%,37%,11%,3%,10%,1%
8608012,130812,943,840,586,489,105,SUPP,28,384,SUPP,SUPP,254,82,21,80,25,89%,62%,52%,11%,SUPP,3%,41%,SUPP,SUPP,27%,9%,2%,8%,3%
8608015,135658,590,484,241,SUPP,SUPP,0,3,94,138,SUPP,243,83,23,54,4,82%,41%,SUPP,SUPP,0%,1%,16%,23%,SUPP,41%,14%,4%,9%,1%
LA,860,5615,4995,3530,2580,705,10,405,1875,865,90,1465,475,145,480,150,89%,63%,46%,13%,SP,7%,33%,15%,2%,26%,8%,3%,9%,3%
8614001,138256,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8614003,139590,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8614711,140149,45,42,33,32,10,0,4,22,SUPP,SUPP,9,SUPP,SUPP,3,SUPP,93%,73%,71%,22%,0%,9%,49%,SUPP,SUPP,20%,SUPP,SUPP,7%,SUPP
8615400,140304,43,40,SUPP,31,9,0,4,22,0,SUPP,SUPP,3,0,0,SUPP,93%,SUPP,72%,21%,0%,9%,51%,0%,SUPP,SUPP,7%,0%,0%,SUPP
8615901,136460,170,157,137,116,71,4,52,45,10,11,20,10,3,4,8,92%,81%,68%,42%,2%,31%,26%,6%,6%,12%,6%,2%,2%,5%
8618015,130815,282,216,128,69,6,0,3,63,59,0,88,52,14,34,SUPP,77%,45%,24%,2%,0%,1%,22%,21%,0%,31%,18%,5%,12%,SUPP
8618600,130817,649,569,431,332,97,0,33,235,75,24,138,70,10,57,6,88%,66%,51%,15%,0%,5%,36%,12%,4%,21%,11%,2%,9%,1%
LA,861,1200,1030,775,585,195,5,95,395,145,45,260,135,30,100,15,86%,65%,49%,16%,SP,8%,33%,12%,4%,22%,11%,2%,8%,1%
8654000,131969,57,46,34,23,12,0,6,11,8,3,12,SUPP,SUPP,8,3,81%,60%,40%,21%,0%,11%,19%,14%,5%,21%,SUPP,SUPP,14%,5%
8654002,138885,53,52,43,28,6,0,5,22,6,9,9,SUPP,SUPP,SUPP,SUPP,98%,81%,53%,11%,0%,9%,42%,11%,17%,17%,SUPP,SUPP,SUPP,SUPP
8654013,141911,63,55,42,35,5,0,3,30,7,0,13,SUPP,SUPP,4,7,87%,67%,56%,8%,0%,5%,48%,11%,0%,21%,SUPP,SUPP,6%,11%
8654064,137308,85,76,61,46,31,0,26,15,11,4,15,SUPP,SUPP,3,7,89%,72%,54%,36%,0%,31%,18%,13%,5%,18%,SUPP,SUPP,4%,8%
8654066,136611,88,85,62,47,18,SUPP,15,29,11,4,23,SUPP,SUPP,SUPP,5,97%,70%,53%,20%,SUPP,17%,33%,13%,5%,26%,SUPP,SUPP,SUPP,6%
8654067,136911,101,97,75,62,31,SUPP,19,31,8,5,22,SUPP,SUPP,SUPP,SUPP,96%,74%,61%,31%,SUPP,19%,31%,8%,5%,22%,SUPP,SUPP,SUPP,SUPP
8654071,126459,30,27,15,14,SUPP,0,SUPP,SUPP,SUPP,SUPP,12,SUPP,SUPP,SUPP,SUPP,90%,50%,47%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,40%,SUPP,SUPP,SUPP,SUPP
8654072,137230,123,113,84,61,21,0,14,40,17,6,29,SUPP,SUPP,4,4,92%,68%,50%,17%,0%,11%,33%,14%,5%,24%,SUPP,SUPP,3%,3%
8654075,138020,67,65,55,40,7,0,SUPP,33,10,5,10,SUPP,SUPP,3,3,97%,82%,60%,10%,0%,SUPP,49%,15%,7%,15%,SUPP,SUPP,4%,4%
8654537,137057,111,100,69,52,22,3,17,30,13,4,31,SUPP,SUPP,SUPP,11,90%,62%,47%,20%,3%,15%,27%,12%,4%,28%,SUPP,SUPP,SUPP,10%
8655400,137375,96,89,67,57,32,0,28,25,SUPP,SUPP,22,4,3,SUPP,7,93%,70%,59%,33%,0%,29%,26%,SUPP,SUPP,23%,4%,3%,SUPP,7%
8655404,136632,182,167,108,87,41,SUPP,29,46,18,3,59,11,4,11,14,92%,59%,48%,23%,SUPP,16%,25%,10%,2%,32%,6%,2%,6%,8%
8655405,138623,144,125,76,55,29,SUPP,17,26,13,8,49,11,8,4,16,87%,53%,38%,20%,SUPP,12%,18%,9%,6%,34%,8%,6%,3%,11%
8655406,137650,60,59,38,30,10,0,5,20,SUPP,SUPP,21,SUPP,SUPP,6,3,98%,63%,50%,17%,0%,8%,33%,SUPP,SUPP,35%,SUPP,SUPP,10%,5%
8655411,138630,88,77,58,48,11,SUPP,7,37,SUPP,SUPP,19,8,3,11,6,88%,66%,55%,13%,SUPP,8%,42%,SUPP,SUPP,22%,9%,3%,13%,7%
8655412,136391,174,164,129,122,99,9,72,23,7,0,35,6,4,3,12,94%,74%,70%,57%,5%,41%,13%,4%,0%,20%,3%,2%,2%,7%
8655413,136500,148,131,102,99,65,8,46,34,SUPP,SUPP,29,SUPP,SUPP,0,17,89%,69%,67%,44%,5%,31%,23%,SUPP,SUPP,20%,SUPP,SUPP,0%,11%
8655414,136296,148,133,107,100,52,3,38,48,7,0,26,SUPP,SUPP,5,12,90%,72%,68%,35%,2%,26%,32%,5%,0%,18%,SUPP,SUPP,3%,8%
8655415,126510,47,44,37,32,9,0,5,23,5,0,7,3,0,SUPP,SUPP,94%,79%,68%,19%,0%,11%,49%,11%,0%,15%,6%,0%,SUPP,SUPP
8656905,135804,70,62,36,30,6,0,4,24,SUPP,SUPP,26,4,4,4,4,89%,51%,43%,9%,0%,6%,34%,SUPP,SUPP,37%,6%,6%,6%,6%
8656906,136183,39,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8658001,132779,718,622,373,SUPP,SUPP,0,6,96,266,SUPP,249,70,26,54,8,87%,52%,SUPP,SUPP,0%,1%,13%,37%,SUPP,35%,10%,4%,8%,1%
LA,865,2690,2425,1695,1195,520,30,365,675,440,60,730,195,70,135,140,90%,63%,44%,19%,1%,14%,25%,16%,2%,27%,7%,3%,5%,5%
8665409,136980,54,47,41,26,10,SUPP,4,16,15,0,6,SUPP,SUPP,5,4,87%,76%,48%,19%,SUPP,7%,30%,28%,0%,11%,SUPP,SUPP,9%,7%
8665417,137160,87,80,72,51,18,SUPP,12,33,10,11,8,4,3,5,SUPP,92%,83%,59%,21%,SUPP,14%,38%,11%,13%,9%,5%,3%,6%,SUPP
8666905,135364,158,131,68,51,4,0,3,47,SUPP,SUPP,63,20,7,14,4,83%,43%,32%,3%,0%,2%,30%,SUPP,SUPP,40%,13%,4%,9%,3%
8668002,130849,431,383,220,SUPP,SUPP,0,3,59,153,SUPP,163,38,10,46,3,89%,51%,SUPP,SUPP,0%,1%,14%,35%,SUPP,38%,9%,2%,11%,1%
8668004,130851,582,543,434,237,59,SUPP,40,178,192,5,109,26,13,35,13,93%,75%,41%,10%,SUPP,7%,31%,33%,1%,19%,4%,2%,6%,2%
LA,866,1310,1185,835,430,100,5,60,335,385,20,350,95,35,105,SUPP,90%,64%,33%,7%,SP,5%,25%,29%,1%,27%,7%,3%,8%,SUPP
8674030,110047,36,35,25,20,4,0,SUPP,16,5,0,10,SUPP,SUPP,6,SUPP,97%,69%,56%,11%,0%,SUPP,44%,14%,0%,28%,SUPP,SUPP,17%,SUPP
8674032,110049,136,127,95,76,46,0,28,30,13,6,32,SUPP,SUPP,15,9,93%,70%,56%,34%,0%,21%,22%,10%,4%,24%,SUPP,SUPP,11%,7%
8674058,110068,38,35,23,17,0,0,0,17,3,3,12,3,0,SUPP,SUPP,92%,61%,45%,0%,0%,0%,45%,8%,8%,32%,8%,0%,SUPP,SUPP
8674059,110069,57,51,34,23,4,0,3,19,6,5,17,6,0,11,3,89%,60%,40%,7%,0%,5%,33%,11%,9%,30%,11%,0%,19%,5%
8674061,110071,36,35,21,13,4,0,SUPP,9,SUPP,SUPP,14,SUPP,SUPP,SUPP,SUPP,97%,58%,36%,11%,0%,SUPP,25%,SUPP,SUPP,39%,SUPP,SUPP,SUPP,SUPP
8674603,137267,99,91,73,66,40,5,26,26,7,0,18,5,3,4,10,92%,74%,67%,40%,5%,26%,26%,7%,0%,18%,5%,3%,4%,10%
8678006,130603,278,254,168,47,8,0,3,39,121,0,86,17,7,16,7,91%,60%,17%,3%,0%,1%,14%,44%,0%,31%,6%,3%,6%,3%
LA,867,680,630,440,260,105,5,65,155,155,20,190,40,15,55,30,92%,65%,39%,16%,1%,9%,23%,23%,3%,28%,6%,2%,8%,5%
8684000,138879,42,41,37,31,14,0,9,17,3,3,4,SUPP,SUPP,SUPP,SUPP,98%,88%,74%,33%,0%,21%,40%,7%,7%,10%,SUPP,SUPP,SUPP,SUPP
8684029,138823,212,188,127,101,58,4,39,43,18,8,61,13,11,9,17,89%,60%,48%,27%,2%,18%,20%,8%,4%,29%,6%,5%,4%,8%
8684036,110051,94,87,65,58,22,SUPP,9,36,SUPP,SUPP,22,7,0,4,9,93%,69%,62%,23%,SUPP,10%,38%,SUPP,SUPP,23%,7%,0%,4%,10%
8684044,141844,108,89,62,44,19,SUPP,12,25,14,4,27,14,5,7,6,82%,57%,41%,18%,SUPP,11%,23%,13%,4%,25%,13%,5%,6%,6%
8684046,141852,75,71,59,51,25,0,16,26,SUPP,SUPP,12,4,0,SUPP,SUPP,95%,79%,68%,33%,0%,21%,35%,SUPP,SUPP,16%,5%,0%,SUPP,SUPP
8684055,137740,115,106,80,67,35,SUPP,23,32,4,9,26,6,3,3,11,92%,70%,58%,30%,SUPP,20%,28%,3%,8%,23%,5%,3%,3%,10%
8684056,137695,38,36,27,23,6,0,4,17,SUPP,SUPP,9,SUPP,SUPP,SUPP,SUPP,95%,71%,61%,16%,0%,11%,45%,SUPP,SUPP,24%,SUPP,SUPP,SUPP,SUPP
8684506,138342,49,48,39,30,10,0,5,20,SUPP,SUPP,9,SUPP,SUPP,4,SUPP,98%,80%,61%,20%,0%,10%,41%,SUPP,SUPP,18%,SUPP,SUPP,8%,SUPP
8688300,130606,268,219,96,60,5,0,SUPP,55,SUPP,SUPP,123,27,22,23,4,82%,36%,22%,2%,0%,SUPP,21%,SUPP,SUPP,46%,10%,8%,9%,1%
LA,868,1000,885,590,465,195,10,120,270,95,30,295,75,40,55,50,88%,59%,46%,19%,1%,12%,27%,10%,3%,29%,7%,4%,5%,5%
8694000,139938,69,61,49,43,17,0,12,26,SUPP,SUPP,12,SUPP,SUPP,5,SUPP,88%,71%,62%,25%,0%,17%,38%,SUPP,SUPP,17%,SUPP,SUPP,7%,SUPP
8694031,110048,60,58,45,35,21,SUPP,12,14,7,3,13,SUPP,SUPP,SUPP,7,97%,75%,58%,35%,SUPP,20%,23%,12%,5%,22%,SUPP,SUPP,SUPP,12%
8694034,110050,22,18,10,9,3,0,3,6,SUPP,SUPP,8,SUPP,SUPP,SUPP,SUPP,82%,45%,41%,14%,0%,14%,27%,SUPP,SUPP,36%,SUPP,SUPP,SUPP,SUPP
8694038,136733,84,76,59,36,13,0,12,23,9,14,17,SUPP,SUPP,3,9,90%,70%,43%,15%,0%,14%,27%,11%,17%,20%,SUPP,SUPP,4%,11%
8694042,136647,169,161,124,111,46,0,34,65,13,0,37,SUPP,SUPP,9,11,95%,73%,66%,27%,0%,20%,38%,8%,0%,22%,SUPP,SUPP,5%,7%
8694052,110063,137,129,92,59,28,SUPP,17,31,19,14,37,SUPP,SUPP,12,9,94%,67%,43%,20%,SUPP,12%,23%,14%,10%,27%,SUPP,SUPP,9%,7%
8694055,138525,49,45,28,20,6,0,4,14,8,0,17,4,0,5,3,92%,57%,41%,12%,0%,8%,29%,16%,0%,35%,8%,0%,10%,6%
8695402,137465,178,162,125,93,50,SUPP,26,43,12,20,37,12,4,8,8,91%,70%,52%,28%,SUPP,15%,24%,7%,11%,21%,7%,2%,4%,4%
8695404,137777,71,64,48,38,8,0,7,30,10,0,16,4,3,5,SUPP,90%,68%,54%,11%,0%,10%,42%,14%,0%,23%,6%,4%,7%,SUPP
8695406,110102,126,120,95,90,54,SUPP,46,36,5,0,25,3,3,3,9,95%,75%,71%,43%,SUPP,37%,29%,4%,0%,20%,2%,2%,2%,7%
8698001,130602,134,117,52,21,SUPP,0,SUPP,SUPP,31,0,65,12,5,16,3,87%,39%,16%,SUPP,0%,SUPP,SUPP,23%,0%,49%,9%,4%,12%,2%
LA,869,1100,1010,725,555,250,5,175,305,120,55,285,65,25,70,65,92%,66%,51%,23%,SP,16%,28%,11%,5%,26%,6%,2%,6%,6%
8704000,139268,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8704020,136307,95,89,64,40,17,SUPP,10,23,13,11,25,SUPP,SUPP,6,8,94%,67%,42%,18%,SUPP,11%,24%,14%,12%,26%,SUPP,SUPP,6%,8%
8705401,136449,147,135,123,122,112,23,88,10,SUPP,SUPP,12,5,7,SUPP,4,92%,84%,83%,76%,16%,60%,7%,SUPP,SUPP,8%,3%,5%,SUPP,3%
8705410,136876,55,53,39,29,11,0,SUPP,18,SUPP,SUPP,14,SUPP,SUPP,6,7,96%,71%,53%,20%,0%,SUPP,33%,SUPP,SUPP,25%,SUPP,SUPP,11%,13%
8705411,110107,39,33,26,23,SUPP,0,SUPP,SUPP,3,0,7,SUPP,SUPP,0,4,85%,67%,59%,SUPP,0%,SUPP,SUPP,8%,0%,18%,SUPP,SUPP,0%,10%
8705413,136448,117,108,99,97,88,13,70,9,SUPP,SUPP,9,6,3,SUPP,4,92%,85%,83%,75%,11%,60%,8%,SUPP,SUPP,8%,5%,3%,SUPP,3%
8706905,130247,51,42,26,18,5,0,SUPP,13,3,5,16,9,0,4,SUPP,82%,51%,35%,10%,0%,SUPP,25%,6%,10%,31%,18%,0%,8%,SUPP
LA,870,510,470,385,330,235,40,170,95,30,25,85,30,15,20,25,91%,75%,64%,46%,7%,33%,18%,6%,5%,16%,6%,3%,4%,5%
8714082,137259,35,28,23,20,5,0,0,15,3,0,5,4,3,0,SUPP,80%,66%,57%,14%,0%,0%,43%,9%,0%,14%,11%,9%,0%,SUPP
8714085,110076,50,44,39,32,SUPP,0,SUPP,SUPP,7,0,5,3,3,5,SUPP,88%,78%,64%,SUPP,0%,SUPP,SUPP,14%,0%,10%,6%,6%,10%,SUPP
8714089,110078,41,36,27,21,8,0,SUPP,13,6,0,9,SUPP,SUPP,4,3,88%,66%,51%,20%,0%,SUPP,32%,15%,0%,22%,SUPP,SUPP,10%,7%
8714510,137287,93,82,73,71,19,0,SUPP,52,SUPP,SUPP,9,SUPP,SUPP,SUPP,SUPP,88%,78%,76%,20%,0%,SUPP,56%,SUPP,SUPP,10%,SUPP,SUPP,SUPP,SUPP
8714700,110084,114,106,91,81,56,SUPP,38,25,SUPP,SUPP,15,5,3,SUPP,10,93%,80%,71%,49%,SUPP,33%,22%,SUPP,SUPP,13%,4%,3%,SUPP,9%
8714800,110087,24,22,15,12,SUPP,0,SUPP,SUPP,3,0,7,SUPP,SUPP,0,SUPP,92%,63%,50%,SUPP,0%,SUPP,SUPP,13%,0%,29%,SUPP,SUPP,0%,SUPP
8715405,136521,146,134,123,118,91,3,54,27,SUPP,SUPP,11,7,5,0,SUPP,92%,84%,81%,62%,2%,37%,18%,SUPP,SUPP,8%,5%,3%,0%,SUPP
8715407,137726,123,113,98,92,62,SUPP,28,30,6,0,15,5,5,4,SUPP,92%,80%,75%,50%,SUPP,23%,24%,5%,0%,12%,4%,4%,3%,SUPP
8715408,136420,102,96,88,81,55,SUPP,26,26,3,4,8,SUPP,SUPP,SUPP,3,94%,86%,79%,54%,SUPP,25%,25%,3%,4%,8%,SUPP,SUPP,SUPP,3%
8715409,138012,42,37,31,22,6,0,0,16,9,0,6,SUPP,SUPP,5,SUPP,88%,74%,52%,14%,0%,0%,38%,21%,0%,14%,SUPP,SUPP,12%,SUPP
8716905,135631,100,92,73,66,21,0,6,45,7,0,19,SUPP,SUPP,3,3,92%,73%,66%,21%,0%,6%,45%,7%,0%,19%,SUPP,SUPP,3%,3%
8718008,130604,431,369,218,136,27,0,5,109,SUPP,SUPP,151,42,20,32,6,86%,51%,32%,6%,0%,1%,25%,SUPP,SUPP,35%,10%,5%,7%,1%
LA,871,1300,1160,900,750,355,5,160,400,135,10,260,90,50,60,35,89%,69%,58%,27%,1%,12%,31%,11%,1%,20%,7%,4%,5%,3%
8724047,136880,101,96,72,69,42,0,16,27,3,0,24,SUPP,SUPP,0,14,95%,71%,68%,42%,0%,16%,27%,3%,0%,24%,SUPP,SUPP,0%,14%
8724048,110059,70,66,54,46,16,0,12,30,SUPP,SUPP,12,4,0,SUPP,6,94%,77%,66%,23%,0%,17%,43%,SUPP,SUPP,17%,6%,0%,SUPP,9%
8724049,110060,94,89,65,49,20,0,11,29,6,10,24,5,0,SUPP,3,95%,69%,52%,21%,0%,12%,31%,6%,11%,26%,5%,0%,SUPP,3%
8724050,139853,91,87,63,53,14,0,6,39,SUPP,SUPP,24,SUPP,SUPP,13,5,96%,69%,58%,15%,0%,7%,43%,SUPP,SUPP,26%,SUPP,SUPP,14%,5%
8724051,110062,51,44,28,22,9,0,4,13,SUPP,SUPP,16,SUPP,SUPP,3,3,86%,55%,43%,18%,0%,8%,25%,SUPP,SUPP,31%,SUPP,SUPP,6%,6%
8724053,136637,187,163,113,102,49,0,21,53,SUPP,SUPP,50,15,9,11,10,87%,60%,55%,26%,0%,11%,28%,SUPP,SUPP,27%,8%,5%,6%,5%
8724060,142166,90,87,68,59,32,0,12,27,6,3,19,SUPP,SUPP,3,5,97%,76%,66%,36%,0%,13%,30%,7%,3%,21%,SUPP,SUPP,3%,6%
8724505,136891,123,112,82,66,33,SUPP,14,33,SUPP,SUPP,30,8,3,5,11,91%,67%,54%,27%,SUPP,11%,27%,SUPP,SUPP,24%,7%,2%,4%,9%
LA,872,805,745,545,465,215,SUPP,95,250,55,20,200,45,20,40,55,92%,68%,58%,27%,SUPP,12%,31%,7%,3%,25%,6%,2%,5%,7%
8734000,137867,27,24,20,16,0,0,0,16,SUPP,SUPP,4,3,0,SUPP,SUPP,89%,74%,59%,0%,0%,0%,59%,SUPP,SUPP,15%,11%,0%,SUPP,SUPP
8734003,139272,59,54,43,38,14,0,3,24,5,0,11,SUPP,SUPP,6,SUPP,92%,73%,64%,24%,0%,5%,41%,8%,0%,19%,SUPP,SUPP,10%,SUPP
8734004,137826,92,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8734027,136636,81,77,58,49,20,0,9,29,6,3,19,SUPP,SUPP,8,SUPP,95%,72%,60%,25%,0%,11%,36%,7%,4%,23%,SUPP,SUPP,10%,SUPP
8734038,137434,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
8734045,138177,47,43,28,18,5,0,SUPP,13,SUPP,SUPP,15,4,0,7,SUPP,91%,60%,38%,11%,0%,SUPP,28%,SUPP,SUPP,32%,9%,0%,15%,SUPP
8734051,138053,43,42,26,24,5,0,4,19,SUPP,SUPP,16,SUPP,SUPP,SUPP,7,98%,60%,56%,12%,0%,9%,44%,SUPP,SUPP,37%,SUPP,SUPP,SUPP,16%
8734061,110873,76,66,48,39,11,SUPP,8,28,6,3,18,7,3,3,4,87%,63%,51%,14%,SUPP,11%,37%,8%,4%,24%,9%,4%,4%,5%
8734064,137305,136,121,87,68,25,0,15,43,SUPP,SUPP,34,9,6,3,10,89%,64%,50%,18%,0%,11%,32%,SUPP,SUPP,25%,7%,4%,2%,7%
8734077,137187,25,25,18,11,0,0,0,11,4,3,7,0,0,3,SUPP,100%,72%,44%,0%,0%,0%,44%,16%,12%,28%,0%,0%,12%,SUPP
8734083,137779,62,56,36,15,SUPP,0,SUPP,SUPP,8,13,20,SUPP,SUPP,9,6,90%,58%,24%,SUPP,0%,SUPP,SUPP,13%,21%,32%,SUPP,SUPP,15%,10%
8734503,137475,168,151,95,83,41,SUPP,24,42,SUPP,SUPP,56,11,6,7,13,90%,57%,49%,24%,SUPP,14%,25%,SUPP,SUPP,33%,7%,4%,4%,8%
